FMTNAME,START,END,LABEL,MIN,MAX,DEFAULT,LENGTH,FUZZ,TYPE,HLO,DATATYPE
X3807F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X3807F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X3807F,1,1,1: Day,1,40,8,8,1E-12,N,,
X3807F,2,2,2: Week,1,40,8,8,1E-12,N,,
X3807F,3,3,3: Month,1,40,8,8,1E-12,N,,
X3807F,4,4,4: Year,1,40,8,8,1E-12,N,,
X3808F,.,.Z,XSPECF5.,1,40,27,27,1E-12,N,F,
X3808F,LOW,0,XSPECF5.,1,40,27,27,1E-12,N,LF,
X3808F,1,1,1: Door to door enumeration,1,40,27,27,1E-12,N,,
X3808F,2,2,2: Resident list,1,40,27,27,1E-12,N,,
X3809F,.,.Z,XSPECF5.,1,40,10,10,1E-12,N,F,
X3809F,LOW,0,XSPECF5.,1,40,10,10,1E-12,N,LF,
X3809F,1,1,1: English,1,40,10,10,1E-12,N,,
X3809F,2,2,2: Spanish,1,40,10,10,1E-12,N,,
X380F,.,.Z,XSPECF5.,1,40,30,30,1E-12,N,F,
X380F,LOW,0,XSPECF5.,1,40,30,30,1E-12,N,LF,
X380F,1,1,1:  Every day,1,40,30,30,1E-12,N,,
X380F,2,2,2:  5-6 days a week,1,40,30,30,1E-12,N,,
X380F,3,3,3:  3-4 days a week,1,40,30,30,1E-12,N,,
X380F,4,4,4:  1-2 days a week,1,40,30,30,1E-12,N,,
X380F,5,5,"5:  Or, less often than weekly",1,40,30,30,1E-12,N,,
X3810F,.,.Z,XSPECF5.,1,40,12,12,1E-12,N,F,
X3810F,LOW,0,XSPECF5.,1,40,12,12,1E-12,N,LF,
X3810F,1,1,1: Excellent,1,40,12,12,1E-12,N,,
X3810F,2,2,2: Very good,1,40,12,12,1E-12,N,,
X3810F,3,3,3: Good,1,40,12,12,1E-12,N,,
X3810F,4,4,4: Fair,1,40,12,12,1E-12,N,,
X3810F,5,5,5: Poor,1,40,12,12,1E-12,N,,
X3811F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X3811F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X3811F,1,1,1: Extremely difficult or imposs,1,40,32,32,1E-12,N,,
X3811F,2,2,2: Very difficult,1,40,32,32,1E-12,N,,
X3811F,3,3,3: Difficult,1,40,32,32,1E-12,N,,
X3811F,4,4,4: Slightly difficult,1,40,32,32,1E-12,N,,
X3811F,5,5,5: Not difficult,1,40,32,32,1E-12,N,,
X3812F,.,.Z,XSPECF5.,1,40,22,22,1E-12,N,F,
X3812F,LOW,0,XSPECF5.,1,40,22,22,1E-12,N,LF,
X3812F,1,1,1: Extremely difficult,1,40,22,22,1E-12,N,,
X3812F,2,2,2: Very difficult,1,40,22,22,1E-12,N,,
X3812F,3,3,3: Difficult,1,40,22,22,1E-12,N,,
X3812F,4,4,4: Slightly difficult,1,40,22,22,1E-12,N,,
X3812F,5,5,5: Not difficult,1,40,22,22,1E-12,N,,
X3813F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X3813F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X3813F,1,1,1: Extremely unimportant,1,40,32,32,1E-12,N,,
X3813F,2,2,2: Unimportant,1,40,32,32,1E-12,N,,
X3813F,3,3,"3: Neither un-important, nor imp",1,40,32,32,1E-12,N,,
X3813F,4,4,4: Important,1,40,32,32,1E-12,N,,
X3813F,5,5,5: Extremely important,1,40,32,32,1E-12,N,,
X3814F,.,.Z,XSPECF5.,1,40,21,21,1E-12,N,F,
X3814F,LOW,0,XSPECF5.,1,40,21,21,1E-12,N,LF,
X3814F,1,1,1: Have never had sex,1,40,21,21,1E-12,N,,
X3814F,2,2,2: Only with women,1,40,21,21,1E-12,N,,
X3814F,3,3,3: Mostly with women,1,40,21,21,1E-12,N,,
X3814F,4,4,4: Both women and men,1,40,21,21,1E-12,N,,
X3814F,5,5,5: Mostly with men,1,40,21,21,1E-12,N,,
X3814F,6,6,6: Only with men,1,40,21,21,1E-12,N,,
X3815F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X3815F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X3815F,1,1,1: Heterosexual,1,40,15,15,1E-12,N,,
X3815F,2,2,2: Gay,1,40,15,15,1E-12,N,,
X3815F,3,3,3: Bisexual,1,40,15,15,1E-12,N,,
X3815F,4,4,4: Asexual,1,40,15,15,1E-12,N,,
X3815F,5,5,5: Other,1,40,15,15,1E-12,N,,
X3816F,.,.Z,XSPECF5.,1,40,10,10,1E-12,N,F,
X3816F,LOW,0,XSPECF5.,1,40,10,10,1E-12,N,LF,
X3816F,1,1,1: In-home,1,40,10,10,1E-12,N,,
X3816F,2,2,2: Other,1,40,10,10,1E-12,N,,
X3817F,.,.Z,XSPECF5.,1,40,12,12,1E-12,N,F,
X3817F,LOW,0,XSPECF5.,1,40,12,12,1E-12,N,LF,
X3817F,1,1,1: In-person,1,40,12,12,1E-12,N,,
X3817F,2,2,2: Telephone,1,40,12,12,1E-12,N,,
X3817F,3,3,3: Mixed,1,40,12,12,1E-12,N,,
X3818F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X3818F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X3818F,1,1,1: Lbs,1,40,8,8,1E-12,N,,
X3818F,2,2,2: Kgs,1,40,8,8,1E-12,N,,
X3819F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X3819F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X3819F,1,1,1: Left,1,40,8,8,1E-12,N,,
X3819F,2,2,2: Right,1,40,8,8,1E-12,N,,
X381F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X381F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X381F,1,1,1:  Has not sought treatment,1,40,32,32,1E-12,N,,
X381F,2,2,2:  Sought and received treatmen,1,40,32,32,1E-12,N,,
X381F,3,3,"3:  Sought, but did not receive",1,40,32,32,1E-12,N,,
X3820F,.,.Z,XSPECF5.,1,40,26,26,1E-12,N,F,
X3820F,LOW,0,XSPECF5.,1,40,26,26,1E-12,N,LF,
X3820F,1,1,1: Less than 1 hour,1,40,26,26,1E-12,N,,
X3820F,2,2,2: 1 but less than 2 hours,1,40,26,26,1E-12,N,,
X3820F,3,3,3: 2-4 hours,1,40,26,26,1E-12,N,,
X3820F,4,4,4: More than 4 hours,1,40,26,26,1E-12,N,,
X3821F,.,.Z,XSPECF5.,1,40,31,31,1E-12,N,F,
X3821F,LOW,0,XSPECF5.,1,40,31,31,1E-12,N,LF,
X3821F,1,1,1: Less than 3 months,1,40,31,31,1E-12,N,,
X3821F,2,2,"2: More than 3, but less than 6",1,40,31,31,1E-12,N,,
X3821F,3,3,"3: More than 6 months, but less",1,40,31,31,1E-12,N,,
X3821F,4,4,4: A year or longer,1,40,31,31,1E-12,N,,
X3822F,.,.Z,XSPECF5.,1,40,17,17,1E-12,N,F,
X3822F,LOW,0,XSPECF5.,1,40,17,17,1E-12,N,LF,
X3822F,1,1,1: Light Clothing,1,40,17,17,1E-12,N,,
X3822F,2,2,2: Undergarments,1,40,17,17,1E-12,N,,
X3823F,.,.Z,XSPECF5.,1,40,17,17,1E-12,N,F,
X3823F,LOW,0,XSPECF5.,1,40,17,17,1E-12,N,LF,
X3823F,1,1,1: Light clothing,1,40,17,17,1E-12,N,,
X3823F,2,2,2: Undergarments,1,40,17,17,1E-12,N,,
X3824F,.,.Z,XSPECF5.,1,40,19,19,1E-12,N,F,
X3824F,LOW,0,XSPECF5.,1,40,19,19,1E-12,N,LF,
X3824F,1,1,1: Mainly sitting,1,40,19,19,1E-12,N,,
X3824F,2,2,2: Sitting/standing,1,40,19,19,1E-12,N,,
X3824F,3,3,3: Walking < 50lb,1,40,19,19,1E-12,N,,
X3824F,4,4,4: Walking > 50lb,1,40,19,19,1E-12,N,,
X3825F,.,.Z,XSPECF5.,1,40,9,9,1E-12,N,F,
X3825F,LOW,0,XSPECF5.,1,40,9,9,1E-12,N,LF,
X3825F,1,1,1: Male,1,40,9,9,1E-12,N,,
X3825F,2,2,2: Female,1,40,9,9,1E-12,N,,
X3826F,.,.Z,XSPECF5.,1,40,31,31,1E-12,N,F,
X3826F,LOW,0,XSPECF5.,1,40,31,31,1E-12,N,LF,
X3826F,1,1,"1: Mexican, Mexican American or",1,40,31,31,1E-12,N,,
X3826F,2,2,2: Puerto Rican,1,40,31,31,1E-12,N,,
X3826F,3,3,3: Cuban,1,40,31,31,1E-12,N,,
X3826F,99,99,99: Other Hispanic/Latino,1,40,31,31,1E-12,N,,
X3827F,.,.Z,XSPECF5.,1,40,9,9,1E-12,N,F,
X3827F,LOW,0,XSPECF5.,1,40,9,9,1E-12,N,LF,
X3827F,1,1,1: Months,1,40,9,9,1E-12,N,,
X3827F,2,2,2: Years,1,40,9,9,1E-12,N,,
X3828F,.,.Z,XSPECF5.,1,40,16,16,1E-12,N,F,
X3828F,LOW,0,XSPECF5.,1,40,16,16,1E-12,N,LF,
X3828F,1,1,1: Never,1,40,16,16,1E-12,N,,
X3828F,2,2,2: Rarely,1,40,16,16,1E-12,N,,
X3828F,3,3,3: A few times,1,40,16,16,1E-12,N,,
X3828F,4,4,4: Fairly often,1,40,16,16,1E-12,N,,
X3828F,5,5,5: Usually,1,40,16,16,1E-12,N,,
X3828F,6,6,6: Almost always,1,40,16,16,1E-12,N,,
X3829F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X3829F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X3829F,1,1,1: Never,1,40,15,15,1E-12,N,,
X3829F,2,2,2: Seldom,1,40,15,15,1E-12,N,,
X3829F,3,3,3: Occasionally,1,40,15,15,1E-12,N,,
X3829F,4,4,4: Often,1,40,15,15,1E-12,N,,
X382F,.,.Z,XSPECF5.,1,40,29,29,1E-12,N,F,
X382F,LOW,0,XSPECF5.,1,40,29,29,1E-12,N,LF,
X382F,1,1,1:  I do not have the symptom,1,40,29,29,1E-12,N,,
X382F,2,2,2:  Rarely,1,40,29,29,1E-12,N,,
X382F,3,3,3:  A few times,1,40,29,29,1E-12,N,,
X382F,4,4,4:  Fairly often,1,40,29,29,1E-12,N,,
X382F,5,5,5:  Usually,1,40,29,29,1E-12,N,,
X382F,6,6,6:  Almost always,1,40,29,29,1E-12,N,,
X3830F,.,.Z,XSPECF5.,1,40,25,25,1E-12,N,F,
X3830F,LOW,0,XSPECF5.,1,40,25,25,1E-12,N,LF,
X3830F,1,1,1: None of the time,1,40,25,25,1E-12,N,,
X3830F,2,2,2: A little of the time,1,40,25,25,1E-12,N,,
X3830F,3,3,3: Some of the time,1,40,25,25,1E-12,N,,
X3830F,4,4,4: A good bit of the time,1,40,25,25,1E-12,N,,
X3830F,5,5,5: Most of the time,1,40,25,25,1E-12,N,,
X3830F,6,6,6: All of the time,1,40,25,25,1E-12,N,,
X3831F,.,.Z,XSPECF5.,1,40,23,23,1E-12,N,F,
X3831F,LOW,0,XSPECF5.,1,40,23,23,1E-12,N,LF,
X3831F,1,1,1: None of the time,1,40,23,23,1E-12,N,,
X3831F,2,2,2: A little of the time,1,40,23,23,1E-12,N,,
X3831F,3,3,3: Some of the time,1,40,23,23,1E-12,N,,
X3831F,4,4,4: Most of the time,1,40,23,23,1E-12,N,,
X3831F,5,5,5: All of the time,1,40,23,23,1E-12,N,,
X3832F,.,.Z,XSPECF5.,1,40,14,14,1E-12,N,F,
X3832F,LOW,0,XSPECF5.,1,40,14,14,1E-12,N,LF,
X3832F,1,1,1: Not at all,1,40,14,14,1E-12,N,,
X3832F,2,2,2: Slightly,1,40,14,14,1E-12,N,,
X3832F,3,3,3: Moderatley,1,40,14,14,1E-12,N,,
X3832F,4,4,4: Quite a bit,1,40,14,14,1E-12,N,,
X3832F,5,5,5: Extremely,1,40,14,14,1E-12,N,,
X3833F,.,.Z,XSPECF5.,1,40,13,13,1E-12,N,F,
X3833F,LOW,0,XSPECF5.,1,40,13,13,1E-12,N,LF,
X3833F,1,1,1: Not at all,1,40,13,13,1E-12,N,,
X3833F,2,2,2: Some,1,40,13,13,1E-12,N,,
X3833F,3,3,3: A lot,1,40,13,13,1E-12,N,,
X3834F,.,.Z,XSPECF5.,1,40,22,22,1E-12,N,F,
X3834F,LOW,0,XSPECF5.,1,40,22,22,1E-12,N,LF,
X3834F,1,1,1: Not impotent,1,40,22,22,1E-12,N,,
X3834F,2,2,2: Minimally impotent,1,40,22,22,1E-12,N,,
X3834F,3,3,3: Moderately impotent,1,40,22,22,1E-12,N,,
X3834F,4,4,4: Completely impotent,1,40,22,22,1E-12,N,,
X3835F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X3835F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X3835F,1,1,1: One,1,40,8,8,1E-12,N,,
X3835F,2,2,2: Two,1,40,8,8,1E-12,N,,
X3836F,.,.Z,XSPECF5.,1,40,14,14,1E-12,N,F,
X3836F,LOW,0,XSPECF5.,1,40,14,14,1E-12,N,LF,
X3836F,1,1,1: Pediatric,1,40,14,14,1E-12,N,,
X3836F,2,2,2: Adult,1,40,14,14,1E-12,N,,
X3836F,3,3,3: Large adult,1,40,14,14,1E-12,N,,
X3836F,4,4,4: Thigh,1,40,14,14,1E-12,N,,
X3837F,.,.Z,XSPECF5.,1,40,23,23,1E-12,N,F,
X3837F,LOW,0,XSPECF5.,1,40,23,23,1E-12,N,LF,
X3837F,1,1,1: Primary,1,40,23,23,1E-12,N,,
X3837F,2,2,2: Re-appointed primary,1,40,23,23,1E-12,N,,
X3838F,.,.Z,XSPECF5.,1,40,14,14,1E-12,N,F,
X3838F,LOW,0,XSPECF5.,1,40,14,14,1E-12,N,LF,
X3838F,1,1,1: Scheduled,1,40,14,14,1E-12,N,,
X3838F,2,2,2: On the spot,1,40,14,14,1E-12,N,,
X3839F,.,.Z,XSPECF5.,1,40,13,13,1E-12,N,F,
X3839F,LOW,0,XSPECF5.,1,40,13,13,1E-12,N,LF,
X3839F,1,1,1: Sitting,1,40,13,13,1E-12,N,,
X3839F,2,2,2: Lying down,1,40,13,13,1E-12,N,,
X383F,.,.Z,XSPECF5.,1,40,31,31,1E-12,N,F,
X383F,LOW,0,XSPECF5.,1,40,31,31,1E-12,N,LF,
X383F,1,1,1:  Less than 3 months,1,40,31,31,1E-12,N,,
X383F,2,2,2:  3 to less than 6 months,1,40,31,31,1E-12,N,,
X383F,3,3,3:  6 to less than 12 months,1,40,31,31,1E-12,N,,
X383F,4,4,4:  1 year to less than 5 years,1,40,31,31,1E-12,N,,
X383F,5,5,5:  5 years or more,1,40,31,31,1E-12,N,,
X3840F,.,.Z,XSPECF5.,1,40,28,28,1E-12,N,F,
X3840F,LOW,0,XSPECF5.,1,40,28,28,1E-12,N,LF,
X3840F,1,1,1: Stop,1,40,28,28,1E-12,N,,
X3840F,2,2,2: Slow down,1,40,28,28,1E-12,N,,
X3840F,3,3,3: Continue at the same pace,1,40,28,28,1E-12,N,,
X3841F,.,.Z,XSPECF5.,1,40,31,31,1E-12,N,F,
X3841F,LOW,0,XSPECF5.,1,40,31,31,1E-12,N,LF,
X3841F,1,1,1: Stop,1,40,31,31,1E-12,N,,
X3841F,2,2,2: Slow down,1,40,31,31,1E-12,N,,
X3841F,3,3,3: Or continue at the same pace,1,40,31,31,1E-12,N,,
X3842F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X3842F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X3842F,1,1,1: Subject's Death,1,40,32,32,1E-12,N,,
X3842F,2,2,2: Subject's Decision To Withdra,1,40,32,32,1E-12,N,,
X3842F,3,3,3: NERI Decision To Deactivate S,1,40,32,32,1E-12,N,,
X3842F,4,4,4: Family Refuses Access,1,40,32,32,1E-12,N,,
X3843F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X3843F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X3843F,1,1,1: Temporarily unavailable,1,40,32,32,1E-12,N,,
X3843F,2,2,2: Unavailable for 3 months or m,1,40,32,32,1E-12,N,,
X3843F,3,3,3: No longer a resident of this,1,40,32,32,1E-12,N,,
X3844F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X3844F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X3844F,1,1,1: Temporarily unavailable,1,40,32,32,1E-12,N,,
X3844F,2,2,2: Unavailable for 3 months or m,1,40,32,32,1E-12,N,,
X3844F,3,3,3: No longer a resident of this,1,40,32,32,1E-12,N,,
X3844F,99,99,99: Other,1,40,32,32,1E-12,N,,
X3845F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X3845F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X3845F,1,1,1: Today (After midnight last ni,1,40,32,32,1E-12,N,,
X3845F,2,2,2: Yesterday (Before midnight la,1,40,32,32,1E-12,N,,
X3845F,3,3,3: The day before yesterday,1,40,32,32,1E-12,N,,
X3846F,.,.Z,XSPECF5.,1,40,27,27,1E-12,N,F,
X3846F,LOW,0,XSPECF5.,1,40,27,27,1E-12,N,LF,
X3846F,1,1,1: Today,1,40,27,27,1E-12,N,,
X3846F,2,2,2: Yesterday,1,40,27,27,1E-12,N,,
X3846F,3,3,3: The day before yesterday,1,40,27,27,1E-12,N,,
X3847F,.,.Z,XSPECF5.,1,40,12,12,1E-12,N,F,
X3847F,LOW,0,XSPECF5.,1,40,12,12,1E-12,N,LF,
X3847F,1,1,1: Vaginal,1,40,12,12,1E-12,N,,
X3847F,2,2,2: C-section,1,40,12,12,1E-12,N,,
X3847F,3,3,3: Both,1,40,12,12,1E-12,N,,
X3848F,.,.Z,XSPECF5.,1,40,28,28,1E-12,N,F,
X3848F,LOW,0,XSPECF5.,1,40,28,28,1E-12,N,LF,
X3848F,1,1,1: Very high confidence,1,40,28,28,1E-12,N,,
X3848F,2,2,2: High confidence,1,40,28,28,1E-12,N,,
X3848F,3,3,3: Moderate confidence,1,40,28,28,1E-12,N,,
X3848F,4,4,4: Low confidence,1,40,28,28,1E-12,N,,
X3848F,5,5,5: Very low or no confidence,1,40,28,28,1E-12,N,,
X3849F,.,.Z,XSPECF5.,1,40,26,26,1E-12,N,F,
X3849F,LOW,0,XSPECF5.,1,40,26,26,1E-12,N,LF,
X3849F,1,1,1: Very high,1,40,26,26,1E-12,N,,
X3849F,2,2,2: High,1,40,26,26,1E-12,N,,
X3849F,3,3,3: Moderate,1,40,26,26,1E-12,N,,
X3849F,4,4,4: Low,1,40,26,26,1E-12,N,,
X3849F,5,5,5: Very low or none at all,1,40,26,26,1E-12,N,,
X384F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X384F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X384F,1,1,1:  Less than 5 hours a night,1,40,32,32,1E-12,N,,
X384F,2,2,2:  Or more than 5 hours a night,1,40,32,32,1E-12,N,,
X3850F,.,.Z,XSPECF5.,1,40,12,12,1E-12,N,F,
X3850F,LOW,0,XSPECF5.,1,40,12,12,1E-12,N,LF,
X3850F,1,1,1: Very low,1,40,12,12,1E-12,N,,
X3850F,2,2,2: Low,1,40,12,12,1E-12,N,,
X3850F,3,3,3: Moderate,1,40,12,12,1E-12,N,,
X3850F,4,4,4: High,1,40,12,12,1E-12,N,,
X3850F,5,5,5: Very high,1,40,12,12,1E-12,N,,
X3851F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X3851F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X3851F,1,1,1: Very satisfied,1,40,32,32,1E-12,N,,
X3851F,2,2,2:  Moderately satisfied,1,40,32,32,1E-12,N,,
X3851F,3,3,3: About equally satisfied and d,1,40,32,32,1E-12,N,,
X3851F,4,4,4: Moderately dissatisfied,1,40,32,32,1E-12,N,,
X3851F,5,5,5: Very dissatisfied,1,40,32,32,1E-12,N,,
X3852F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
X3852F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,LF,
X3852F,1,1,1: Working for pay,1,40,32,32,1E-12,N,,
X3852F,2,2,2: Unemployed/looking for work,1,40,32,32,1E-12,N,,
X3852F,3,3,"3: Temporarily laid off, sick/ot",1,40,32,32,1E-12,N,,
X3852F,4,4,4: Disabled,1,40,32,32,1E-12,N,,
X3852F,5,5,5: Retired,1,40,32,32,1E-12,N,,
X3852F,6,6,6: Homemaker,1,40,32,32,1E-12,N,,
X3852F,7,7,7: Full time student,1,40,32,32,1E-12,N,,
X3852F,99,99,99: Other,1,40,32,32,1E-12,N,,
X3853F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X3853F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X3853F,1,1,"1: Yes, current",1,40,15,15,1E-12,N,,
X3853F,2,2,"2: Yes, past",1,40,15,15,1E-12,N,,
X3853F,3,3,3: No,1,40,15,15,1E-12,N,,
X3854F,.,.Z,XSPECF5.,1,40,25,25,1E-12,N,F,
X3854F,LOW,0,XSPECF5.,1,40,25,25,1E-12,N,LF,
X3854F,1,1,"1: Yes, limited a lot",1,40,25,25,1E-12,N,,
X3854F,2,2,"2: Yes, limited a little",1,40,25,25,1E-12,N,,
X3854F,3,3,"3: No, not limited at all",1,40,25,25,1E-12,N,,
X3855F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X3855F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X3855F,1,1,"1: Yes, past",1,40,15,15,1E-12,N,,
X3855F,2,2,"2: Yes, current",1,40,15,15,1E-12,N,,
X3855F,3,3,3: No,1,40,15,15,1E-12,N,,
X3856F,.,.Z,XSPECF5.,1,40,31,31,1E-12,N,F,
X3856F,LOW,0,XSPECF5.,1,40,31,31,1E-12,N,LF,
X3856F,1,1,"1: Yes, shortly before a period",1,40,31,31,1E-12,N,,
X3856F,2,2,"2: Yes, shortfly after a period",1,40,31,31,1E-12,N,,
X3856F,3,3,"3: Yes, at mid-cycle",1,40,31,31,1E-12,N,,
X3856F,4,4,"4: Yes, during a period",1,40,31,31,1E-12,N,,
X3856F,5,5,"5: Or not, not at the same time",1,40,31,31,1E-12,N,,
X3857F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X3857F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X3857F,1,1,1: Yes,1,40,8,8,1E-12,N,,
X3857F,2,2,2: No,1,40,8,8,1E-12,N,,
X3858F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,SF,
X3858F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,SLF,
X3858F,-8,-8,-8: DK,1,40,8,8,1E-12,N,S,
X3858F,1,1,1: Yes,1,40,8,8,1E-12,N,S,
X3858F,2,2,2: No,1,40,8,8,1E-12,N,S,
X3859F,.,.Z,XSPECF5.,1,40,15,15,1E-12,N,F,
X3859F,LOW,0,XSPECF5.,1,40,15,15,1E-12,N,LF,
X3859F,1,1,1: Yes,1,40,15,15,1E-12,N,,
X3859F,2,2,2: No,1,40,15,15,1E-12,N,,
X3859F,3,3,3: Wrong number,1,40,15,15,1E-12,N,,
X385F,.,.Z,XSPECF5.,1,40,31,31,1E-12,N,F,
X385F,LOW,0,XSPECF5.,1,40,31,31,1E-12,N,LF,
X385F,1,1,1:  Less than once per month,1,40,31,31,1E-12,N,,
X385F,2,2,2:  One or more times per month,1,40,31,31,1E-12,N,,
X385F,3,3,3:  One or more times per week,1,40,31,31,1E-12,N,,
X385F,4,4,4:  Everyday,1,40,31,31,1E-12,N,,
X3860F,.,.Z,XSPECF5.,1,40,16,16,1E-12,N,F,
X3860F,LOW,0,XSPECF5.,1,40,16,16,1E-12,N,LF,
X3860F,1,1,1: Your employer,1,40,16,16,1E-12,N,,
X3860F,2,2,2: Medicaid,1,40,16,16,1E-12,N,,
X3860F,3,3,3: Medicare,1,40,16,16,1E-12,N,,
X3860F,4,4,4: Yourself,1,40,16,16,1E-12,N,,
X3863F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X3863F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X3864F,.,.Z,XSPECF5.,1,40,8,8,1E-12,N,F,
X3864F,LOW,0,XSPECF5.,1,40,8,8,1E-12,N,LF,
X3865F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,SF,
X3865F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,SLF,
X3865F,0,0,0: Did not attempt vaginal penet,1,40,32,32,1E-12,N,S,
X3865F,1,1,1: Almost always or always,1,40,32,32,1E-12,N,S,
X3865F,2,2,2: Most times,1,40,32,32,1E-12,N,S,
X3865F,3,3,3: Sometimes,1,40,32,32,1E-12,N,S,
X3865F,4,4,4: A few times,1,40,32,32,1E-12,N,S,
X3865F,5,5,5: Almost never or never,1,40,32,32,1E-12,N,S,
X3866F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,SF,
X3866F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,SLF,
X3866F,0,0,0: Did not attempt vaginal penet,1,40,32,32,1E-12,N,S,
X3866F,1,1,1: Very high,1,40,32,32,1E-12,N,S,
X3866F,2,2,2: Most times,1,40,32,32,1E-12,N,S,
X3866F,3,3,3: Sometimes,1,40,32,32,1E-12,N,S,
X3866F,4,4,4: A few times,1,40,32,32,1E-12,N,S,
X3866F,5,5,5: Almost never or never,1,40,32,32,1E-12,N,S,
X3867F,.,.Z,XSPECF5.,1,40,12,12,1E-12,N,SF,
X3867F,LOW,0,XSPECF5.,1,40,12,12,1E-12,N,SLF,
X3867F,0,0,0: Never,1,40,12,12,1E-12,N,S,
X3867F,1,1,1: Seldom,1,40,12,12,1E-12,N,S,
X3867F,2,2,2: Sometimes,1,40,12,12,1E-12,N,S,
X3867F,3,3,3: Often,1,40,12,12,1E-12,N,S,
X3868F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,SF,
X3868F,LOW,0,XSPECF5.,1,40,32,32,1E-12,N,SLF,
X3868F,0,0,0: Not currently experiencing pe,1,40,32,32,1E-12,N,S,
X3868F,1,1,1: 1 -2,1,40,32,32,1E-12,N,S,
X3868F,2,2,2:  3 - 5,1,40,32,32,1E-12,N,S,
X3868F,3,3,3:  6 - 10,1,40,32,32,1E-12,N,S,
X3868F,4,4,4:  More than 10,1,40,32,32,1E-12,N,S,
X3869F,.,.Z,XSPECF5.,1,40,26,26,1E-12,N,F,
X3869F,LOW,0,XSPECF5.,1,40,26,26,1E-12,N,LF,
X3869F,1,1,1:  1 shot (1.5oz),1,40,26,26,1E-12,N,,
X3869F,2,2,2:  2-3 shots,1,40,26,26,1E-12,N,,
X3869F,3,3,3:  4-6 shots or a 1/2pint,1,40,26,26,1E-12,N,,
X3869F,4,4,4:  7-11 shots or a pint,1,40,26,26,1E-12,N,,
X3869F,5,5,5:  2 pints (32oz) or more,1,40,26,26,1E-12,N,,
X386F,.,.Z,XSPECF5.,1,40,25,25,1E-12,N,F,
X386F,LOW,0,XSPECF5.,1,40,25,25,1E-12,N,LF,
X386F,1,1,1:  Married,1,40,25,25,1E-12,N,,
X386F,2,2,2: Living with a partner,1,40,25,25,1E-12,N,,
X386F,3,3,3:  Divorced/separated,1,40,25,25,1E-12,N,,
X386F,4,4,4:  Widowed,1,40,25,25,1E-12,N,,
X386F,5,5,"5:  Single, never married",1,40,25,25,1E-12,N,,
X386F,99,99,99:  Other,1,40,25,25,1E-12,N,,
X3870F,.,.Z,XSPECF5.,1,40,32,32,1E-12,N,F,
