FMTNAME,START,END,LABEL,LENGTH,TYPE,HLO
X646F,.,.Z,XSPECF5.,32,N,F
X646F,LOW,0,XSPECF5.,32,N,LF
X646F,1,1,1:  1-2 12oz serving(s),32,N,
X646F,2,2,2:  3-5 12oz servings,32,N,
X646F,3,3,3:  1-2 six packs (12oz bottles/,32,N,
X646F,4,4,4:  2-3 six packs (12oz bottles/,32,N,
X646F,5,5,5:  3+ six packs (12oz bottles/c,32,N,
X647F,.,.Z,XSPECF5.,32,N,F
X647F,LOW,0,XSPECF5.,32,N,LF
X647F,1,1,1:  1-2 glasses (5oz),32,N,
X647F,2,2,2:  1/2 carafe (12.5oz),32,N,
X647F,3,3,3:  1 bottle,32,N,
X647F,4,4,4:  2-4 bottles,32,N,
X647F,5,5,5:  5 or more bottles of wine or,32,N,
X648F,.,.Z,XSPECF5.,23,N,F
X648F,LOW,0,XSPECF5.,23,N,LF
X648F,1,1,1:  35 hrs or more/wk,23,N,
X648F,2,2,2:  Less than 35 hrs/wk,23,N,
X649F,.,.Z,XSPECF5.,15,N,F
X649F,LOW,0,XSPECF5.,15,N,LF
X649F,1,1,1:  <3 months,15,N,
X649F,2,2,2:  3-6 months,15,N,
X649F,3,3,3:  7-12 months,15,N,
X649F,4,4,4:  1-5 years,15,N,
X649F,5,5,5:  6+ years,15,N,
X64F,.,.Z,XSPECF5.,32,N,F
X64F,LOW,0,XSPECF5.,32,N,LF
X64F,1,1,1: Almost never/never,32,N,
X64F,2,2,2: A few times(much less thatn h,32,N,
X64F,3,3,3: Sometime(about half the time),32,N,
X64F,4,4,4: Most times(much more than hal,32,N,
X64F,5,5,5: Almost always/always,32,N,
X64F,6,6,6: No sexual activity,32,N,
X650F,.,.Z,XSPECF5.,26,N,F
X650F,LOW,0,XSPECF5.,26,N,LF
X650F,1,1,1:  Drops or a little more,26,N,
X650F,2,2,2:  Small splashes,26,N,
X650F,3,3,3:  Or more,26,N,
X651F,.,.Z,XSPECF5.,32,N,F
X651F,LOW,0,XSPECF5.,32,N,LF
X651F,1,1,1:  English,32,N,
X651F,2,2,2:  English + Spanish simultaneo,32,N,
X651F,3,3,3:  Spanish,32,N,
X651F,99,99,99:  Or something else,32,N,
X652F,.,.Z,XSPECF5.,30,N,F
X652F,LOW,0,XSPECF5.,30,N,LF
X652F,1,1,1:  Every day,30,N,
X652F,2,2,2:  5-6 days a week,30,N,
X652F,3,3,3:  3-4 days a week,30,N,
X652F,4,4,4:  1-2 days a week,30,N,
X652F,5,5,"5:  Or, less often than weekly",30,N,
X653F,.,.Z,XSPECF5.,32,N,F
X653F,LOW,0,XSPECF5.,32,N,LF
X653F,1,1,1:  Has not sought treatment,32,N,
X653F,2,2,2:  Sought and received treatmen,32,N,
X653F,3,3,"3:  Sought, but did not receive",32,N,
X654F,.,.Z,XSPECF5.,29,N,F
X654F,LOW,0,XSPECF5.,29,N,LF
X654F,1,1,1:  I do not have the symptom,29,N,
X654F,2,2,2:  Rarely,29,N,
X654F,3,3,3:  A few times,29,N,
X654F,4,4,4:  Fairly often,29,N,
X654F,5,5,5:  Usually,29,N,
X654F,6,6,6:  Almost always,29,N,
X655F,.,.Z,XSPECF5.,31,N,F
X655F,LOW,0,XSPECF5.,31,N,LF
X655F,1,1,1:  Less than 3 months,31,N,
X655F,2,2,2:  3 to less than 6 months,31,N,
X655F,3,3,3:  6 to less than 12 months,31,N,
X655F,4,4,4:  1 year to less than 5 years,31,N,
X655F,5,5,5:  5 years or more,31,N,
X656F,.,.Z,XSPECF5.,32,N,F
X656F,LOW,0,XSPECF5.,32,N,LF
X656F,1,1,1:  Less than 5 hours a night,32,N,
X656F,2,2,2:  Or more than 5 hours a night,32,N,
X657F,.,.Z,XSPECF5.,31,N,F
X657F,LOW,0,XSPECF5.,31,N,LF
X657F,1,1,1:  Less than once per month,31,N,
X657F,2,2,2:  One or more times per month,31,N,
X657F,3,3,3:  One or more times per week,31,N,
X657F,4,4,4:  Everyday,31,N,
X658F,.,.Z,XSPECF5.,25,N,F
X658F,LOW,0,XSPECF5.,25,N,LF
X658F,1,1,1:  Married,25,N,
X658F,2,2,2: Living with a partner,25,N,
X658F,3,3,3:  Divorced/separated,25,N,
X658F,4,4,4:  Widowed,25,N,
X658F,5,5,"5:  Single, never married",25,N,
X658F,99,99,99:  Other,25,N,
X659F,.,.Z,XSPECF5.,32,N,F
X659F,LOW,0,XSPECF5.,32,N,LF
X659F,1,1,1:  No protection,32,N,
X659F,2,2,"2:  Tissue, toilet paper, or pap",32,N,
X659F,3,3,3:  Minipad or pantiliner,32,N,
X659F,4,4,4:  Menstrual pad,32,N,
X659F,5,5,"5:  Incontinence pad (Poise, Ser",32,N,
X659F,6,6,6:  Incontinence diaper (Attends,32,N,
X659F,7,7,7:  Something else,32,N,
X65F,.,.Z,XSPECF5.,23,N,F
X65F,LOW,0,XSPECF5.,23,N,LF
X65F,1,1,1: Almost never/never,23,N,
X65F,2,2,2: A few times,23,N,
X65F,3,3,3: Sometimes,23,N,
X65F,4,4,4: Most times,23,N,
X65F,5,5,5: Almost always/always,23,N,
X660F,.,.Z,XSPECF5.,24,N,F
X660F,LOW,0,XSPECF5.,24,N,LF
X660F,1,1,1:  None of the time,24,N,
X660F,2,2,2:  A little of the time,24,N,
X660F,3,3,3:  Some of the time,24,N,
X660F,4,4,4:  Most of the time,24,N,
X660F,5,5,5:  All of the time,24,N,
X661F,.,.Z,XSPECF5.,26,N,F
X661F,LOW,0,XSPECF5.,26,N,LF
X661F,1,1,1:  Not at all,26,N,
X661F,2,2,2:  Once,26,N,
X661F,3,3,3:  A few times (2-3),26,N,
X661F,4,4,4:  Several times (4-6),26,N,
X661F,5,5,5:  Many times (7 or more),26,N,
X661F,6,6,6:  Everyday,26,N,
X662F,.,.Z,XSPECF5.,14,N,F
X662F,LOW,0,XSPECF5.,14,N,LF
X662F,1,1,1:  Not at all,14,N,
X662F,2,2,2:  Slightly,14,N,
X662F,3,3,3:  Moderately,14,N,
X662F,4,4,4:  Greatly,14,N,
X663F,.,.Z,XSPECF5.,8,N,F
X663F,LOW,0,XSPECF5.,8,N,LF
X663F,1,1,1:  Yes,8,N,
X663F,2,2,2:  No,8,N,
X664F,.,.Z,XSPECF5.,16,N,F
X664F,LOW,0,XSPECF5.,16,N,LF
X664F,1,1,1:  Zero,16,N,
X664F,2,2,2:  One,16,N,
X664F,3,3,3:  Two or three,16,N,
X664F,4,4,4:  Four or more,16,N,
X665F,.,.Z,XSPECF5.,22,N,F
X665F,LOW,0,XSPECF5.,22,N,LF
X665F,1,1,1:  less than 3 months,22,N,
X665F,2,2,2: 3-6 months,22,N,
X665F,3,3,3: 7-12 months,22,N,
X665F,4,4,4: 1-5 years,22,N,
X665F,5,5,5: 6+ years,22,N,
X666F,.,.Z,XSPECF5.,18,N,F
X666F,LOW,0,XSPECF5.,18,N,LF
X666F,1,1,1: 1 shot,18,N,
X666F,2,2,2: 2-3 shots,18,N,
X666F,3,3,3: 4-6 shots,18,N,
X666F,4,4,4: 7-11 shots,18,N,
X666F,5,5,5: 2 pints or more,18,N,
X667F,.,.Z,XSPECF5.,21,N,F
X667F,LOW,0,XSPECF5.,21,N,LF
X667F,1,1,1: 1-2 12 oz servings,21,N,
X667F,2,2,2: 3-5 12 oz servings,21,N,
X667F,3,3,3: 1-2 six packs,21,N,
X667F,4,4,4: 2-3 six packs,21,N,
X667F,5,5,5: 3+ six packs,21,N,
X668F,.,.Z,XSPECF5.,31,N,F
X668F,LOW,0,XSPECF5.,31,N,LF
X668F,1,1,1: 1-2 glasses,31,N,
X668F,2,2,2: 1/2 carafe,31,N,
X668F,3,3,3: 1 Bottle,31,N,
X668F,4,4,4: 2-4 Bottles,31,N,
X668F,5,5,5: 5 or more bottles of wine or,31,N,
X669F,.,.Z,XSPECF5.,15,N,F
X669F,LOW,0,XSPECF5.,15,N,LF
X669F,1,1,1: 1-2,15,N,
X669F,2,2,2: 3-5,15,N,
X669F,3,3,3: 6-10,15,N,
X669F,4,4,4: More than 10,15,N,
X66F,.,.Z,XSPECF5.,32,N,F
X66F,LOW,0,XSPECF5.,32,N,LF
X66F,1,1,1: As a result of a fall from a,32,N,
X66F,2,2,2: Because of a harder fall,32,N,
X66F,3,3,3: Or from a car accident or oth,32,N,
X66F,99,99,99: Other,32,N,
X670F,.,.Z,XSPECF5.,23,N,F
X670F,LOW,0,XSPECF5.,23,N,LF
X670F,1,1,1: 10 minutes or less,23,N,
X670F,2,2,2: More than 10 minutes,23,N,
X671F,.,.Z,XSPECF5.,22,N,F
X671F,LOW,0,XSPECF5.,22,N,LF
X671F,1,1,1: 35 Hrs or more/wk,22,N,
X671F,2,2,2: Less than 35 hrs/wk,22,N,
X672F,.,.Z,XSPECF5.,32,N,F
X672F,LOW,0,XSPECF5.,32,N,LF
X672F,1,1,1: 6 Months ago or less,32,N,
X672F,2,2,"2: More than 6 months ago,but le",32,N,
X672F,3,3,"3: More than 1 year ago,but less",32,N,
X672F,4,4,"4: More than 2 years ago, but le",32,N,
X672F,5,5,5: 5 years ago or more,32,N,
X673F,.,.Z,XSPECF5.,32,N,F
X673F,LOW,0,XSPECF5.,32,N,LF
X673F,1,1,1: 6 months or less,32,N,
X673F,2,2,"2: More than 6 months, less tha",32,N,
X673F,3,3,"3: More than a year, less than 2",32,N,
X673F,4,4,"4: More than 2 years, less than",32,N,
X673F,5,5,5: 5 years or more,32,N,
X674F,.,.Z,XSPECF5.,32,N,F
X674F,LOW,0,XSPECF5.,32,N,LF
X674F,1,1,1: 6 months or less,32,N,
X674F,2,2,"2: More than 6 months, less than",32,N,
X674F,3,3,"3: More than 1 year, less than 2",32,N,
X674F,4,4,"4: More than 2 years, less than",32,N,
X674F,5,5,5: 5 years or more,32,N,
X675F,.,.Z,XSPECF5.,14,N,F
X675F,LOW,0,XSPECF5.,14,N,LF
X675F,1,1,1: <3 months,14,N,
X675F,2,2,2: 3-6 months,14,N,
X675F,3,3,3: 7-12 months,14,N,
X675F,4,4,4: 1-5 years,14,N,
X675F,5,5,5: 6+ years,14,N,
X676F,.,.Z,XSPECF5.,8,N,F
X676F,LOW,0,XSPECF5.,8,N,LF
X676F,1,1,1: AM,8,N,
X676F,2,2,2: PM,8,N,
X677F,.,.Z,XSPECF5.,14,N,F
X677F,LOW,0,XSPECF5.,14,N,LF
X677F,1,1,1: Abdominally,14,N,
X677F,2,2,2: Vaginally,14,N,
X678F,.,.Z,XSPECF5.,14,N,SF
X678F,LOW,0,XSPECF5.,14,N,SLF
X678F,-8,-8,-8: Don't Know,14,N,S
X678F,1,1,1: Abdominally,14,N,S
X678F,2,2,2: Vaginally,14,N,S
X679F,.,.Z,XSPECF5.,23,N,F
X679F,LOW,0,XSPECF5.,23,N,LF
X679F,1,1,1: About once a week,23,N,
X679F,2,2,2: About once a month,23,N,
X679F,3,3,3: Several times a year,23,N,
X67F,.,.Z,XSPECF5.,15,N,F
X67F,LOW,0,XSPECF5.,15,N,LF
X67F,1,1,1: Before noon,15,N,
X67F,2,2,2: Noon to 5 PM,15,N,
X67F,3,3,3: After 5 PM,15,N,
X680F,.,.Z,XSPECF5.,32,N,F
X680F,LOW,0,XSPECF5.,32,N,LF
X680F,1,1,1: After you finish urinating be,32,N,
X680F,2,2,2: When you are not using the to,32,N,
X680F,3,3,3: At both times (after urinatin,32,N,
X681F,.,.Z,XSPECF5.,31,N,F
X681F,LOW,0,XSPECF5.,31,N,LF
X681F,1,1,1: Age 13 or younger,31,N,
X681F,2,2,2: Age 14 or older,31,N,
X681F,3,3,3: Age 13 or younger AND age 14,31,N,
X682F,.,.Z,XSPECF5.,23,N,F
X682F,LOW,0,XSPECF5.,23,N,LF
X682F,1,1,1: All of the Time,23,N,
X682F,2,2,2: Most of the Time,23,N,
X682F,3,3,3: Some of the time,23,N,
X682F,4,4,4: A Little of the Time,23,N,
X682F,5,5,5: None of the Time,23,N,
X682F_NEW,1,1,1: Almost always or Always,61,N,
X682F_NEW,2,2,2: Most times(more than half the time),61,N,
X682F_NEW,3,3,3: Sometimes(about half the time),61,N,
X682F_NEW,4,4,4: A few times(less than half the time),61,N,
X682F_NEW,5,5,5: Almost never or never,61,N,
X682F_NEW,6,6,6: Did not attempt vaginal penetration due to pain/discomfort,61,N,
X682F_NEW,7,7,7: Did not attempt vaginal penetration due to another reason,61,N,
X682F_NEW,8,8,8: No sexual activity,61,N,
X683F,.,.Z,XSPECF5.,23,N,F
X683F,LOW,0,XSPECF5.,23,N,LF
X683F,1,1,1: All of the Time,23,N,
X683F,2,2,2: Most of the Time,23,N,
X683F,3,3,3: Some of the time,23,N,
X683F,4,4,4: A little of the Time,23,N,
X683F,5,5,5: None of the Time,23,N,
X683F_NEW,1,1,1: Almost always or Always,39,N,
X683F_NEW,2,2,2: Most times(more than half the time),39,N,
X683F_NEW,3,3,3: Sometimes(about half the time),39,N,
X683F_NEW,4,4,4: A few times(less than half the time),39,N,
X683F_NEW,5,5,5: Almost never or never,39,N,
X683F_NEW,6,6,6: No sexual activity,39,N,
X684F,.,.Z,XSPECF5.,26,N,F
X684F,LOW,0,XSPECF5.,26,N,LF
X684F,1,1,1: Almost Never/Never,26,N,
X684F,2,2,2: A Few Times,26,N,
X684F,3,3,3: Sometimes,26,N,
X684F,4,4,4: Most Times,26,N,
X684F,5,5,5: Almost always or always,26,N,
X685F,.,.Z,XSPECF5.,32,N,F
X685F,LOW,0,XSPECF5.,32,N,LF
X685F,1,1,1: Almost always or Always,32,N,
X685F,2,2,2: Most times(more than half the,32,N,
X685F,3,3,3: Sometimes(about half the time,32,N,
X685F,4,4,4: A few times(less than half th,32,N,
X685F,6,6,6: Did not attempt vaginal penet,32,N,
X685F,7,7,7: Did not attempt vaginal penet,32,N,
X686F,.,.Z,XSPECF5.,32,N,F
X686F,LOW,0,XSPECF5.,32,N,LF
X686F,1,1,1: Almost always or Always,32,N,
X686F,2,2,2: Most times(more than half the,32,N,
X686F,3,3,3: Sometimes(about half the time,32,N,
X686F,4,4,4: A few times(less than half th,32,N,
X686F,6,6,6: Did not attempt vaginal penet,32,N,
X686F,7,7,7: Did not attempt vaginal penet,32,N,
X686F,8,8,8: No sexual activity,32,N,
X687F,.,.Z,XSPECF5.,32,N,F
X687F,LOW,0,XSPECF5.,32,N,LF
X687F,1,1,1: Almost always or Always,32,N,
X687F,2,2,2: Most times(more than half the,32,N,
X687F,3,3,3: Sometimes(about half the time,32,N,
X687F,4,4,4: A few times(less than half th,32,N,
X687F,6,6,6: No sexual activity,32,N,
X688F,.,.Z,XSPECF5.,32,N,F
X688F,LOW,0,XSPECF5.,32,N,LF
X688F,1,1,1: Almost always or always,32,N,
X688F,2,2,2: Most Times(More than half the,32,N,
X688F,3,3,3: Sometimes(about half the time,32,N,
X688F,4,4,4: A few times(less than half th,32,N,
X688F,5,5,5: Almost never or never,32,N,
X689F,.,.Z,XSPECF5.,32,N,F
X689F,LOW,0,XSPECF5.,32,N,LF
X689F,1,1,1: Almost always or always,32,N,
X689F,2,2,2: Most times (more than half th,32,N,
X689F,3,3,3: Sometimes (about half the tim,32,N,
X689F,4,4,4: A few times (less than half t,32,N,
X689F,5,5,5: Almost never or never,32,N,
X68F,.,.Z,XSPECF5.,28,N,F
X68F,LOW,0,XSPECF5.,28,N,LF
X68F,1,1,1: Black or African American,28,N,
X68F,2,2,2: Asian,28,N,
X68F,3,3,3: White or Caucasian,28,N,
X68F,99,99,99: Other,28,N,
X690F,.,.Z,XSPECF5.,32,N,F
X690F,LOW,0,XSPECF5.,32,N,LF
X690F,1,1,1: Almost always or always,32,N,
X690F,2,2,2: Most times (more than half th,32,N,
X690F,3,3,3: Sometimes (about half the tim,32,N,
X690F,4,4,4: A few times(less than half th,32,N,
X690F,5,5,5: Almost never or never,32,N,
X691F,.,.Z,XSPECF5.,32,N,F
X691F,LOW,0,XSPECF5.,32,N,LF
X691F,1,1,1: Almost always or always,32,N,
X691F,2,2,2: Most times(more than half the,32,N,
X691F,3,3,3: Sometimes(about half time,32,N,
X691F,4,4,4: A few times(less than half th,32,N,
X691F,5,5,5: Almost never or never,32,N,
X691F,6,6,6: No sexual activity,32,N,
X692F,.,.Z,XSPECF5.,26,N,F
X692F,LOW,0,XSPECF5.,26,N,LF
X692F,1,1,1: Almost always or always,26,N,
X692F,2,2,2: Most times,26,N,
X692F,3,3,3: Sometimes,26,N,
X692F,4,4,4: A few times,26,N,
X692F,5,5,5: Almost never or never,26,N,
X693F,.,.Z,XSPECF5.,32,N,F
X693F,LOW,0,XSPECF5.,32,N,LF
X693F,1,1,1: Almost never/never,32,N,
X693F,2,2,2: A few times(much less than ha,32,N,
X693F,3,3,3: Sometime(about half the time),32,N,
X693F,4,4,4: Most times(much more than hal,32,N,
X693F,5,5,5: Almost always/always,32,N,
X693F,6,6,6: Did not attempt intercourse,32,N,
X694F,.,.Z,XSPECF5.,32,N,F
X694F,LOW,0,XSPECF5.,32,N,LF
X694F,1,1,1: Almost never/never,32,N,
X694F,2,2,2: A few times(much less than ha,32,N,
X694F,3,3,3: Sometime(about half the time),32,N,
X694F,4,4,4: Most times(much more than hal,32,N,
X694F,5,5,5: Almost always/always,32,N,
X694F,6,6,6: Did not penetrate partner,32,N,
X695F,.,.Z,XSPECF5.,32,N,F
X695F,LOW,0,XSPECF5.,32,N,LF
X695F,1,1,1: Almost never/never,32,N,
X695F,2,2,2: A few times(much less than ha,32,N,
X695F,3,3,3: Sometime(about half the time),32,N,
X695F,4,4,4: Most times(much more than hal,32,N,
X695F,5,5,5: Almost always/always,32,N,
X695F,6,6,6: No sexual activity,32,N,
X696F,.,.Z,XSPECF5.,32,N,F
X696F,LOW,0,XSPECF5.,32,N,LF
X696F,1,1,1: Almost never/never,32,N,
X696F,2,2,2: A few times(much less thatn h,32,N,
X696F,3,3,3: Sometime(about half the time),32,N,
X696F,4,4,4: Most times(much more than hal,32,N,
X696F,5,5,5: Almost always/always,32,N,
X696F,6,6,6: Did not attempt intercourse,32,N,
X697F,.,.Z,XSPECF5.,32,N,F
X697F,LOW,0,XSPECF5.,32,N,LF
X697F,1,1,1: Almost never/never,32,N,
X697F,2,2,2: A few times(much less thatn h,32,N,
X697F,3,3,3: Sometime(about half the time),32,N,
X697F,4,4,4: Most times(much more than hal,32,N,
X697F,5,5,5: Almost always/always,32,N,
X697F,6,6,6: Did not penetrate partner,32,N,
X698F,.,.Z,XSPECF5.,32,N,F
X698F,LOW,0,XSPECF5.,32,N,LF
X698F,1,1,1: Almost never/never,32,N,
X698F,2,2,2: A few times(much less thatn h,32,N,
X698F,3,3,3: Sometime(about half the time),32,N,
X698F,4,4,4: Most times(much more than hal,32,N,
X698F,5,5,5: Almost always/always,32,N,
X698F,6,6,6: No sexual activity,32,N,
X699F,.,.Z,XSPECF5.,23,N,F
X699F,LOW,0,XSPECF5.,23,N,LF
X699F,1,1,1: Almost never/never,23,N,
X699F,2,2,2: A few times,23,N,
X699F,3,3,3: Sometimes,23,N,
X699F,4,4,4: Most times,23,N,
X699F,5,5,5: Almost always/always,23,N,
X69F,.,.Z,XSPECF5.,8,N,F
X69F,LOW,0,XSPECF5.,8,N,LF
X69F,1,1,1: Child,8,N,
X69F,2,2,2: Adult,8,N,
X6F,.,.Z,XSPECF5.,23,N,SF
X6F,LOW,0,XSPECF5.,23,N,SLF
X6F,0,0,0: Never,23,N,S
X6F,1,1,1: Seldom (1-2 days),23,N,S
X6F,2,2,2: Sometimes (3-4 days),23,N,S
X6F,3,3,3: Often (5-7 days),23,N,S
X700F,.,.Z,XSPECF5.,32,N,F
X700F,LOW,0,XSPECF5.,32,N,LF
X700F,1,1,1: As a result of a fall from a,32,N,
X700F,2,2,2: Because of a harder fall,32,N,
X700F,3,3,3: Or from a car accident or oth,32,N,
X700F,99,99,99: Other,32,N,
X701F,.,.Z,XSPECF5.,15,N,F
X701F,LOW,0,XSPECF5.,15,N,LF
X701F,1,1,1: Before noon,15,N,
X701F,2,2,2: Noon to 5 PM,15,N,
X701F,3,3,3: After 5 PM,15,N,
X702F,.,.Z,XSPECF5.,28,N,F
X702F,LOW,0,XSPECF5.,28,N,LF
X702F,1,1,1: Black or African American,28,N,
X702F,2,2,2: Asian,28,N,
X702F,3,3,3: White or Caucasian,28,N,
X702F,99,99,99: Other,28,N,
X703F,.,.Z,XSPECF5.,8,N,F
X703F,LOW,0,XSPECF5.,8,N,LF
X703F,1,1,1: Child,8,N,
X703F,2,2,2: Adult,8,N,
X704F,.,.Z,XSPECF5.,16,N,SF
X704F,LOW,0,XSPECF5.,16,N,SLF
X704F,0,0,0: Not Completed,16,N,S
X704F,1,1,1: Completed,16,N,S
X705F,.,.Z,XSPECF5.,32,N,F
X705F,LOW,0,XSPECF5.,32,N,LF
X705F,1,1,1: Continue more than 10 minutes,32,N,
X705F,2,2,2: Disappear in 10 minutes,32,N,
X706F,.,.Z,XSPECF5.,20,N,F
X706F,LOW,0,XSPECF5.,20,N,LF
X706F,1,1,1: Correct address,20,N,
X706F,2,2,2: Incorrect address,20,N,
X707F,.,.Z,XSPECF5.,8,N,F
X707F,LOW,0,XSPECF5.,8,N,LF
X707F,1,1,1: Day,8,N,
X707F,2,2,2: Week,8,N,
X707F,3,3,3: Month,8,N,
X707F,4,4,4: Year,8,N,
X708F,.,.Z,XSPECF5.,32,N,SF
X708F,LOW,0,XSPECF5.,32,N,SLF
X708F,-8,-8,-8: Don't Know,32,N,S
X708F,1,1,1: Deep inside the vagina,32,N,S
X708F,2,2,2: At the opening of the vagina,32,N,S
X708F,3,3,3: Both deep inside and at the o,32,N,S
X708F,99,99,99: Other,32,N,S
X709F,.,.Z,XSPECF5.,32,N,F
X709F,LOW,0,XSPECF5.,32,N,LF
X709F,1,1,1: Delighted,32,N,
X709F,2,2,2: Pleased,32,N,
X709F,3,3,3: Mostly satisfied,32,N,
X709F,4,4,"4: Mixed, about equally satisfie",32,N,
X709F,5,5,5: Mostly dissatisfied,32,N,
X709F,6,6,6: Unhappy,32,N,
X709F,7,7,7: Terrible,32,N,
X70F,.,.Z,XSPECF5.,16,N,SF
X70F,LOW,0,XSPECF5.,16,N,SLF
X70F,0,0,0: Not Completed,16,N,S
X70F,1,1,1: Completed,16,N,S
X710F,.,.Z,XSPECF5.,21,N,F
X710F,LOW,0,XSPECF5.,21,N,LF
X710F,1,1,1: Dial-up,21,N,
X710F,2,2,2: Fiber Optic,21,N,
X710F,3,3,3: DSL,21,N,
X710F,4,4,4: Cable,21,N,
X710F,5,5,5: Satellite Wireless,21,N,
X710F,6,6,6: Other,21,N,
X711F,.,.Z,XSPECF5.,32,N,F
X711F,LOW,0,XSPECF5.,32,N,LF
X711F,1,1,1: Does not cause me any problem,32,N,
X711F,2,2,2: Causes me some very minor pro,32,N,
X711F,3,3,3: Causes me some minor problems,32,N,
X711F,4,4,4: Causes me (some) moderate pro,32,N,
X711F,5,5,5: Causes me severe problems,32,N,
X711F,6,6,6: Causes many severe problems,32,N,
X712F,.,.Z,XSPECF5.,27,N,F
X712F,LOW,0,XSPECF5.,27,N,LF
X712F,1,1,1: Door to door enumeration,27,N,
X712F,2,2,2: Resident list,27,N,
X713F,.,.Z,XSPECF5.,25,N,F
X713F,LOW,0,XSPECF5.,25,N,LF
X713F,1,1,1: Drops or a little more,25,N,
X713F,2,2,2: Small splashes,25,N,
X713F,3,3,3: Or more,25,N,
X714F,.,.Z,XSPECF5.,10,N,F
X714F,LOW,0,XSPECF5.,10,N,LF
X714F,1,1,1: ENGLISH,10,N,
X714F,2,2,2: SPANISH,10,N,
X715F,.,.Z,XSPECF5.,10,N,F
X715F,LOW,0,XSPECF5.,10,N,LF
X715F,1,1,1: English,10,N,
X715F,2,2,2: Spanish,10,N,
X716F,.,.Z,XSPECF5.,25,N,F
X716F,LOW,0,XSPECF5.,25,N,LF
X716F,1,1,1: Everyday,25,N,
X716F,2,2,2: 5-6 days a week,25,N,
X716F,3,3,3: 3-4 days a week,25,N,
X716F,4,4,4: 1-2 days a week,25,N,
X716F,5,5,5: Less often than weekly,25,N,
X717F,.,.Z,XSPECF5.,12,N,F
X717F,LOW,0,XSPECF5.,12,N,LF
X717F,1,1,1: Excellent,12,N,
X717F,2,2,2: Very good,12,N,
X717F,3,3,3: Good,12,N,
X717F,4,4,4: Fair,12,N,
X717F,5,5,5: Poor,12,N,
X718F,.,.Z,XSPECF5.,32,N,F
X718F,LOW,0,XSPECF5.,32,N,LF
X718F,1,1,1: Extremely difficult or Imposs,32,N,
X718F,2,2,2: Very difficult,32,N,
X718F,3,3,3: Difficult,32,N,
X718F,4,4,4: Slightly difficult,32,N,
X718F,5,5,5: Not difficult,32,N,
X718F,6,6,6: No sexual activity,32,N,
X719F,.,.Z,XSPECF5.,32,N,F
X719F,LOW,0,XSPECF5.,32,N,LF
X719F,1,1,1: Extremely difficult or imposs,32,N,
X719F,2,2,2: Very difficult,32,N,
X719F,3,3,3: Difficult,32,N,
X719F,4,4,4: Slightly difficult,32,N,
X719F,5,5,5: Not difficult,32,N,
X71F,.,.Z,XSPECF5.,32,N,F
X71F,LOW,0,XSPECF5.,32,N,LF
X71F,1,1,1: Continue more than 10 minutes,32,N,
X71F,2,2,2: Disappear in 10 minutes,32,N,
X720F,.,.Z,XSPECF5.,22,N,F
X720F,LOW,0,XSPECF5.,22,N,LF
X720F,1,1,1: Extremely difficult,22,N,
X720F,2,2,2: Very difficult,22,N,
X720F,3,3,3: Difficult,22,N,
X720F,4,4,4: Slightly difficult,22,N,
X720F,5,5,5: Not difficult,22,N,
X721F,.,.Z,XSPECF5.,30,N,F
X721F,LOW,0,XSPECF5.,30,N,LF
X721F,1,1,1: Extremely difficult,30,N,
X721F,2,2,2: Very difficult,30,N,
X721F,3,3,3: Difficult,30,N,
X721F,4,4,4: Slightly difficult,30,N,
X721F,5,5,5: Not difficult,30,N,
X721F,6,6,6: Did not attempt intercourse,30,N,
X722F,.,.Z,XSPECF5.,32,N,F
X722F,LOW,0,XSPECF5.,32,N,LF
X722F,1,1,1: Extremely unimportant,32,N,
X722F,2,2,2: Unimportant,32,N,
X722F,3,3,"3: Neither un-important, nor imp",32,N,
X722F,4,4,4: Important,32,N,
X722F,5,5,5: Extremely important,32,N,
X723F,.,.Z,XSPECF5.,8,N,F
X723F,LOW,0,XSPECF5.,8,N,LF
X723F,1,1,1: FU 1,8,N,
X724F,.,.Z,XSPECF5.,21,N,F
X724F,LOW,0,XSPECF5.,21,N,LF
X724F,1,1,1: Have never had sex,21,N,
X724F,2,2,2: Only with men,21,N,
X724F,3,3,3: Mosty with men,21,N,
X724F,4,4,4: Both women and men,21,N,
X724F,5,5,5: Mostly with women,21,N,
X724F,6,6,6: Only with women,21,N,
X725F,.,.Z,XSPECF5.,21,N,F
X725F,LOW,0,XSPECF5.,21,N,LF
X725F,1,1,1: Have never had sex,21,N,
X725F,2,2,2: Only with women,21,N,
X725F,3,3,3: Mostly with women,21,N,
X725F,4,4,4: Both women and men,21,N,
X725F,5,5,5: Mostly with men,21,N,
X725F,6,6,6: Only with men,21,N,
X726F,.,.Z,XSPECF5.,21,N,F
X726F,LOW,0,XSPECF5.,21,N,LF
X726F,1,1,1: Have never had sex,21,N,
X726F,2,2,2: Only with women,21,N,
X726F,3,3,3: Mosty with women,21,N,
X726F,4,4,4: Both women and men,21,N,
X726F,5,5,5: Mostly with men,21,N,
X726F,6,6,6: Only with men,21,N,
X727F,.,.Z,XSPECF5.,15,N,F
X727F,LOW,0,XSPECF5.,15,N,LF
X727F,1,1,1: Heterosexual,15,N,
X727F,2,2,2: Gay,15,N,
X727F,3,3,3: Bisexual,15,N,
X727F,4,4,4: Asexual,15,N,
X727F,5,5,5: Other,15,N,
X728F,.,.Z,XSPECF5.,15,N,F
