FMTNAME,START,END,LABEL,LENGTH,TYPE,HLO
X2966F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2966F_II,1,1,1:  None of the time,40,N,M
X2966F_II,2,2,2:  A little of the time,40,N,M
X2966F_II,3,3,3:  Some of the time,40,N,M
X2966F_II,4,4,4:  Most of the time,40,N,M
X2966F_II,5,5,5:  All of the time,40,N,M
X2967F_II,.,.Z,XSPECF_II40.,40,N,MF
X2967F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2967F_II,1,1,1:  Not at all,40,N,M
X2967F_II,2,2,2:  Once,40,N,M
X2967F_II,3,3,3:  A few times (2-3),40,N,M
X2967F_II,4,4,4:  Several times (4-6),40,N,M
X2967F_II,5,5,5:  Many times (7 or more),40,N,M
X2967F_II,6,6,6:  Everyday,40,N,M
X2968F_II,.,.Z,XSPECF_II40.,40,N,MF
X2968F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2968F_II,1,1,1:  Not at all,40,N,M
X2968F_II,2,2,2:  Slightly,40,N,M
X2968F_II,3,3,3:  Moderately,40,N,M
X2968F_II,4,4,4:  Greatly,40,N,M
X2969F_II,.,.Z,XSPECF_II40.,40,N,MF
X2969F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2969F_II,1,1,1:  Yes,40,N,M
X2969F_II,2,2,2:  No,40,N,M
X2970F_II,.,.Z,XSPECF_II40.,40,N,MF
X2970F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2970F_II,1,1,1:  Zero,40,N,M
X2970F_II,2,2,2:  One,40,N,M
X2970F_II,3,3,3:  Two or three,40,N,M
X2970F_II,4,4,4:  Four or more,40,N,M
X2971F_II,.,.Z,XSPECF_II40.,40,N,MF
X2971F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2971F_II,1,1,1:  less than 3 months,40,N,M
X2971F_II,2,2,2: 3-6 months,40,N,M
X2971F_II,3,3,3: 7-12 months,40,N,M
X2971F_II,4,4,4: 1-5 years,40,N,M
X2971F_II,5,5,5: 6+ years,40,N,M
X2972F_II,.,.Z,XSPECF_II40.,40,N,MF
X2972F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2972F_II,1,1,1: 1 shot,40,N,M
X2972F_II,2,2,2: 2-3 shots,40,N,M
X2972F_II,3,3,3: 4-6 shots,40,N,M
X2972F_II,4,4,4: 7-11 shots,40,N,M
X2972F_II,5,5,5: 2 pints or more,40,N,M
X2973F_II,.,.Z,XSPECF_II40.,40,N,MF
X2973F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2973F_II,1,1,1: 1-2 12 oz servings,40,N,M
X2973F_II,2,2,2: 3-5 12 oz servings,40,N,M
X2973F_II,3,3,3: 1-2 six packs,40,N,M
X2973F_II,4,4,4: 2-3 six packs,40,N,M
X2973F_II,5,5,5: 3+ six packs,40,N,M
X2974F_II,.,.Z,XSPECF_II40.,40,N,MF
X2974F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2974F_II,1,1,1: 1-2 glasses,40,N,M
X2974F_II,2,2,2: 1/2 carafe,40,N,M
X2974F_II,3,3,3: 1 Bottle,40,N,M
X2974F_II,4,4,4: 2-4 Bottles,40,N,M
X2974F_II,5,5,5: 5 or more bottles of wine or,40,N,M
X2975F_II,.,.Z,XSPECF_II40.,40,N,MF
X2975F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2975F_II,1,1,1: 1-2,40,N,M
X2975F_II,2,2,2: 3-5,40,N,M
X2975F_II,3,3,3: 6-10,40,N,M
X2975F_II,4,4,4: More than 10,40,N,M
X2976F_II,.,.Z,XSPECF_II40.,40,N,MF
X2976F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2976F_II,1,1,1: 10 minutes or less,40,N,M
X2976F_II,2,2,2: More than 10 minutes,40,N,M
X2977F_II,.,.Z,XSPECF_II40.,40,N,MF
X2977F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2977F_II,1,1,1: 35 Hrs or more/wk,40,N,M
X2977F_II,2,2,2: Less than 35 hrs/wk,40,N,M
X2978F_II,.,.Z,XSPECF_II40.,40,N,MF
X2978F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2978F_II,1,1,1: 6 Months ago or less,40,N,M
X2978F_II,2,2,"2: More than 6 months ago,but le",40,N,M
X2978F_II,3,3,"3: More than 1 year ago,but less",40,N,M
X2978F_II,4,4,"4: More than 2 years ago, but le",40,N,M
X2978F_II,5,5,5: 5 years ago or more,40,N,M
X2979F_II,.,.Z,XSPECF_II40.,40,N,MF
X2979F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2979F_II,1,1,1: 6 months or less,40,N,M
X2979F_II,2,2,"2: More than 6 months, less tha",40,N,M
X2979F_II,3,3,"3: More than a year, less than 2",40,N,M
X2979F_II,4,4,"4: More than 2 years, less than",40,N,M
X2979F_II,5,5,5: 5 years or more,40,N,M
X2980F_II,.,.Z,XSPECF_II40.,40,N,MF
X2980F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2980F_II,1,1,1: 6 months or less,40,N,M
X2980F_II,2,2,"2: More than 6 months, less than",40,N,M
X2980F_II,3,3,"3: More than 1 year, less than 2",40,N,M
X2980F_II,4,4,"4: More than 2 years, less than",40,N,M
X2980F_II,5,5,5: 5 years or more,40,N,M
X2981F_II,.,.Z,XSPECF_II40.,40,N,MF
X2981F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2981F_II,1,1,1: <3 months,40,N,M
X2981F_II,2,2,2: 3-6 months,40,N,M
X2981F_II,3,3,3: 7-12 months,40,N,M
X2981F_II,4,4,4: 1-5 years,40,N,M
X2981F_II,5,5,5: 6+ years,40,N,M
X2982F_II,.,.Z,XSPECF_II40.,40,N,MF
X2982F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2982F_II,1,1,1: AM,40,N,M
X2982F_II,2,2,2: PM,40,N,M
X2983F_II,.,.Z,XSPECF_II40.,40,N,MF
X2983F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2983F_II,1,1,1: Abdominally,40,N,M
X2983F_II,2,2,2: Vaginally,40,N,M
X2984F_II,.,.Z,XSPECF_II40.,40,N,SMF
X2984F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X2984F_II,-8,-8,-8: Don't Know,40,N,SM
X2984F_II,1,1,1: Abdominally,40,N,SM
X2984F_II,2,2,2: Vaginally,40,N,SM
X2985F_II,.,.Z,XSPECF_II40.,40,N,MF
X2985F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2985F_II,1,1,1: About once a week,40,N,M
X2985F_II,2,2,2: About once a month,40,N,M
X2985F_II,3,3,3: Several times a year,40,N,M
X2986F_II,.,.Z,XSPECF_II40.,40,N,MF
X2986F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2986F_II,1,1,1: After you finish urinating be,40,N,M
X2986F_II,2,2,2: When you are not using the to,40,N,M
X2986F_II,3,3,3: At both times (after urinatin,40,N,M
X2987F_II,.,.Z,XSPECF_II40.,40,N,MF
X2987F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2987F_II,1,1,1: Age 13 or younger,40,N,M
X2987F_II,2,2,2: Age 14 or older,40,N,M
X2987F_II,3,3,3: Age 13 or younger AND age 14,40,N,M
X2988F_II,.,.Z,XSPECF_II40.,40,N,MF
X2988F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2988F_II,1,1,1: All of the Time,40,N,M
X2988F_II,2,2,2: Most of the Time,40,N,M
X2988F_II,3,3,3: Some of the time,40,N,M
X2988F_II,4,4,4: A Little of the Time,40,N,M
X2988F_II,5,5,5: None of the Time,40,N,M
X2989F_II,.,.Z,XSPECF_II40.,40,N,MF
X2989F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2989F_II,1,1,1: All of the Time,40,N,M
X2989F_II,2,2,2: Most of the Time,40,N,M
X2989F_II,3,3,3: Some of the time,40,N,M
X2989F_II,4,4,4: A little of the Time,40,N,M
X2989F_II,5,5,5: None of the Time,40,N,M
X2990F_II,.,.Z,XSPECF_II40.,40,N,MF
X2990F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2990F_II,1,1,1: Almost Never/Never,40,N,M
X2990F_II,2,2,2: A Few Times,40,N,M
X2990F_II,3,3,3: Sometimes,40,N,M
X2990F_II,4,4,4: Most Times,40,N,M
X2990F_II,5,5,5: Almost always or always,40,N,M
X2991F_II,.,.Z,XSPECF_II40.,40,N,MF
X2991F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2991F_II,1,1,1: Almost always or Always,40,N,M
X2991F_II,2,2,2: Most times(more than half the,40,N,M
X2991F_II,3,3,3: Sometimes(about half the time,40,N,M
X2991F_II,4,4,4: A few times(less than half th,40,N,M
X2991F_II,6,6,6: Did not attempt vaginal penet,40,N,M
X2991F_II,7,7,7: Did not attempt vaginal penet,40,N,M
X2992F_II,.,.Z,XSPECF_II40.,40,N,MF
X2992F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2992F_II,1,1,1: Almost always or Always,40,N,M
X2992F_II,2,2,2: Most times(more than half the,40,N,M
X2992F_II,3,3,3: Sometimes(about half the time,40,N,M
X2992F_II,4,4,4: A few times(less than half th,40,N,M
X2992F_II,6,6,6: Did not attempt vaginal penet,40,N,M
X2992F_II,7,7,7: Did not attempt vaginal penet,40,N,M
X2992F_II,8,8,8: No sexual activity,40,N,M
X2993F_II,.,.Z,XSPECF_II40.,40,N,MF
X2993F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2993F_II,1,1,1: Almost always or Always,40,N,M
X2993F_II,2,2,2: Most times(more than half the,40,N,M
X2993F_II,3,3,3: Sometimes(about half the time,40,N,M
X2993F_II,4,4,4: A few times(less than half th,40,N,M
X2993F_II,6,6,6: No sexual activity,40,N,M
X2994F_II,.,.Z,XSPECF_II40.,40,N,MF
X2994F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2994F_II,1,1,1: Almost always or always,40,N,M
X2994F_II,2,2,2: Most Times(More than half the,40,N,M
X2994F_II,3,3,3: Sometimes(about half the time,40,N,M
X2994F_II,4,4,4: A few times(less than half th,40,N,M
X2994F_II,5,5,5: Almost never or never,40,N,M
X2995F_II,.,.Z,XSPECF_II40.,40,N,MF
X2995F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2995F_II,1,1,1: Almost always or always,40,N,M
X2995F_II,2,2,2: Most times (more than half th,40,N,M
X2995F_II,3,3,3: Sometimes (about half the tim,40,N,M
X2995F_II,4,4,4: A few times (less than half t,40,N,M
X2995F_II,5,5,5: Almost never or never,40,N,M
X2996F_II,.,.Z,XSPECF_II40.,40,N,MF
X2996F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2996F_II,1,1,1: Almost always or always,40,N,M
X2996F_II,2,2,2: Most times (more than half th,40,N,M
X2996F_II,3,3,3: Sometimes (about half the tim,40,N,M
X2996F_II,4,4,4: A few times(less than half th,40,N,M
X2996F_II,5,5,5: Almost never or never,40,N,M
X2997F_II,.,.Z,XSPECF_II40.,40,N,MF
X2997F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2997F_II,1,1,1: Almost always or always,40,N,M
X2997F_II,2,2,2: Most times(more than half the,40,N,M
X2997F_II,3,3,3: Sometimes(about half time,40,N,M
X2997F_II,4,4,4: A few times(less than half th,40,N,M
X2997F_II,5,5,5: Almost never or never,40,N,M
X2997F_II,6,6,6: No sexual activity,40,N,M
X2998F_II,.,.Z,XSPECF_II40.,40,N,MF
X2998F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2998F_II,1,1,1: Almost always or always,40,N,M
X2998F_II,2,2,2: Most times,40,N,M
X2998F_II,3,3,3: Sometimes,40,N,M
X2998F_II,4,4,4: A few times,40,N,M
X2998F_II,5,5,5: Almost never or never,40,N,M
X2999F_II,.,.Z,XSPECF_II40.,40,N,MF
X2999F_II,LOW,0,XSPECF_II40.,40,N,MLF
X2999F_II,1,1,1: Almost never/never,40,N,M
X2999F_II,2,2,2: A few times(much less than ha,40,N,M
X2999F_II,3,3,3: Sometime(about half the time),40,N,M
X2999F_II,4,4,4: Most times(much more than hal,40,N,M
X2999F_II,5,5,5: Almost always/always,40,N,M
X2999F_II,6,6,6: Did not attempt intercourse,40,N,M
X3000F_II,.,.Z,XSPECF_II40.,40,N,MF
X3000F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3000F_II,1,1,1: Almost never/never,40,N,M
X3000F_II,2,2,2: A few times(much less than ha,40,N,M
X3000F_II,3,3,3: Sometime(about half the time),40,N,M
X3000F_II,4,4,4: Most times(much more than hal,40,N,M
X3000F_II,5,5,5: Almost always/always,40,N,M
X3000F_II,6,6,6: Did not penetrate partner,40,N,M
X3001F_II,.,.Z,XSPECF_II40.,40,N,MF
X3001F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3001F_II,1,1,1: Almost never/never,40,N,M
X3001F_II,2,2,2: A few times(much less than ha,40,N,M
X3001F_II,3,3,3: Sometime(about half the time),40,N,M
X3001F_II,4,4,4: Most times(much more than hal,40,N,M
X3001F_II,5,5,5: Almost always/always,40,N,M
X3001F_II,6,6,6: No sexual activity,40,N,M
X3002F_II,.,.Z,XSPECF_II40.,40,N,MF
X3002F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3002F_II,1,1,1: Almost never/never,40,N,M
X3002F_II,2,2,2: A few times(much less thatn h,40,N,M
X3002F_II,3,3,3: Sometime(about half the time),40,N,M
X3002F_II,4,4,4: Most times(much more than hal,40,N,M
X3002F_II,5,5,5: Almost always/always,40,N,M
X3002F_II,6,6,6: Did not attempt intercourse,40,N,M
X3003F_II,.,.Z,XSPECF_II40.,40,N,MF
X3003F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3003F_II,1,1,1: Almost never/never,40,N,M
X3003F_II,2,2,2: A few times(much less thatn h,40,N,M
X3003F_II,3,3,3: Sometime(about half the time),40,N,M
X3003F_II,4,4,4: Most times(much more than hal,40,N,M
X3003F_II,5,5,5: Almost always/always,40,N,M
X3003F_II,6,6,6: Did not penetrate partner,40,N,M
X3004F_II,.,.Z,XSPECF_II40.,40,N,MF
X3004F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3004F_II,1,1,1: Almost never/never,40,N,M
X3004F_II,2,2,2: A few times(much less thatn h,40,N,M
X3004F_II,3,3,3: Sometime(about half the time),40,N,M
X3004F_II,4,4,4: Most times(much more than hal,40,N,M
X3004F_II,5,5,5: Almost always/always,40,N,M
X3004F_II,6,6,6: No sexual activity,40,N,M
X3005F_II,.,.Z,XSPECF_II40.,40,N,MF
X3005F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3005F_II,1,1,1: Almost never/never,40,N,M
X3005F_II,2,2,2: A few times,40,N,M
X3005F_II,3,3,3: Sometimes,40,N,M
X3005F_II,4,4,4: Most times,40,N,M
X3005F_II,5,5,5: Almost always/always,40,N,M
X3006F_II,.,.Z,XSPECF_II40.,40,N,MF
X3006F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3006F_II,1,1,1: As a result of a fall from a,40,N,M
X3006F_II,2,2,2: Because of a harder fall,40,N,M
X3006F_II,3,3,3: Or from a car accident or oth,40,N,M
X3006F_II,99,99,99: Other,40,N,M
X3007F_II,.,.Z,XSPECF_II40.,40,N,MF
X3007F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3007F_II,1,1,1: Before noon,40,N,M
X3007F_II,2,2,2: Noon to 5 PM,40,N,M
X3007F_II,3,3,3: After 5 PM,40,N,M
X3008F_II,.,.Z,XSPECF_II40.,40,N,MF
X3008F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3008F_II,1,1,1: Black or African American,40,N,M
X3008F_II,2,2,2: Asian,40,N,M
X3008F_II,3,3,3: White or Caucasian,40,N,M
X3008F_II,99,99,99: Other,40,N,M
X3009F_II,.,.Z,XSPECF_II40.,40,N,MF
X3009F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3009F_II,1,1,1: Child,40,N,M
X3009F_II,2,2,2: Adult,40,N,M
X3010F_II,.,.Z,XSPECF_II40.,40,N,SMF
X3010F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X3010F_II,0,0,0: Not Completed,40,N,SM
X3010F_II,1,1,1: Completed,40,N,SM
X3011F_II,.,.Z,XSPECF_II40.,40,N,MF
X3011F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3011F_II,1,1,1: Continue more than 10 minutes,40,N,M
X3011F_II,2,2,2: Disappear in 10 minutes,40,N,M
X3012F_II,.,.Z,XSPECF_II40.,40,N,MF
X3012F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3012F_II,1,1,1: Correct address,40,N,M
X3012F_II,2,2,2: Incorrect address,40,N,M
X3013F_II,.,.Z,XSPECF_II40.,40,N,MF
X3013F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3013F_II,1,1,1: Day,40,N,M
X3013F_II,2,2,2: Week,40,N,M
X3013F_II,3,3,3: Month,40,N,M
X3013F_II,4,4,4: Year,40,N,M
X3014F_II,.,.Z,XSPECF_II40.,40,N,SMF
X3014F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X3014F_II,-8,-8,-8: Don't Know,40,N,SM
X3014F_II,1,1,1: Deep inside the vagina,40,N,SM
X3014F_II,2,2,2: At the opening of the vagina,40,N,SM
X3014F_II,3,3,3: Both deep inside and at the o,40,N,SM
X3014F_II,99,99,99: Other,40,N,SM
X3015F_II,.,.Z,XSPECF_II40.,40,N,MF
X3015F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3015F_II,1,1,1: Delighted,40,N,M
X3015F_II,2,2,2: Pleased,40,N,M
X3015F_II,3,3,3: Mostly satisfied,40,N,M
X3015F_II,4,4,"4: Mixed, about equally satisfie",40,N,M
X3015F_II,5,5,5: Mostly dissatisfied,40,N,M
X3015F_II,6,6,6: Unhappy,40,N,M
X3015F_II,7,7,7: Terrible,40,N,M
X3016F_II,.,.Z,XSPECF_II40.,40,N,MF
X3016F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3016F_II,1,1,1: Dial-up,40,N,M
X3016F_II,2,2,2: Fiber Optic,40,N,M
X3016F_II,3,3,3: DSL,40,N,M
X3016F_II,4,4,4: Cable,40,N,M
X3016F_II,5,5,5: Satellite Wireless,40,N,M
X3016F_II,6,6,6: Other,40,N,M
X3017F_II,.,.Z,XSPECF_II40.,40,N,MF
X3017F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3017F_II,1,1,1: Does not cause me any problem,40,N,M
X3017F_II,2,2,2: Causes me some very minor pro,40,N,M
X3017F_II,3,3,3: Causes me some minor problems,40,N,M
X3017F_II,4,4,4: Causes me (some) moderate pro,40,N,M
X3017F_II,5,5,5: Causes me severe problems,40,N,M
X3017F_II,6,6,6: Causes many severe problems,40,N,M
X3018F_II,.,.Z,XSPECF_II40.,40,N,MF
X3018F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3018F_II,1,1,1: Door to door enumeration,40,N,M
X3018F_II,2,2,2: Resident list,40,N,M
X3019F_II,.,.Z,XSPECF_II40.,40,N,MF
X3019F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3019F_II,1,1,1: Drops or a little more,40,N,M
X3019F_II,2,2,2: Small splashes,40,N,M
X3019F_II,3,3,3: Or more,40,N,M
X3020F_II,.,.Z,XSPECF_II40.,40,N,MF
X3020F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3020F_II,1,1,1: ENGLISH,40,N,M
X3020F_II,2,2,2: SPANISH,40,N,M
X3021F_II,.,.Z,XSPECF_II40.,40,N,MF
X3021F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3021F_II,1,1,1: English,40,N,M
X3021F_II,2,2,2: Spanish,40,N,M
X3022F_II,.,.Z,XSPECF_II40.,40,N,MF
X3022F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3022F_II,1,1,1: Everyday,40,N,M
X3022F_II,2,2,2: 5-6 days a week,40,N,M
X3022F_II,3,3,3: 3-4 days a week,40,N,M
X3022F_II,4,4,4: 1-2 days a week,40,N,M
X3022F_II,5,5,5: Less often than weekly,40,N,M
X3023F_II,.,.Z,XSPECF_II40.,40,N,MF
X3023F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3023F_II,1,1,1: Excellent,40,N,M
X3023F_II,2,2,2: Very good,40,N,M
X3023F_II,3,3,3: Good,40,N,M
X3023F_II,4,4,4: Fair,40,N,M
X3023F_II,5,5,5: Poor,40,N,M
X3024F_II,.,.Z,XSPECF_II40.,40,N,MF
X3024F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3024F_II,1,1,1: Extremely difficult or Imposs,40,N,M
X3024F_II,2,2,2: Very difficult,40,N,M
X3024F_II,3,3,3: Difficult,40,N,M
X3024F_II,4,4,4: Slightly difficult,40,N,M
X3024F_II,5,5,5: Not difficult,40,N,M
X3024F_II,6,6,6: No sexual activity,40,N,M
X3025F_II,.,.Z,XSPECF_II40.,40,N,MF
X3025F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3025F_II,1,1,1: Extremely difficult or imposs,40,N,M
X3025F_II,2,2,2: Very difficult,40,N,M
X3025F_II,3,3,3: Difficult,40,N,M
X3025F_II,4,4,4: Slightly difficult,40,N,M
X3025F_II,5,5,5: Not difficult,40,N,M
X3026F_II,.,.Z,XSPECF_II40.,40,N,MF
X3026F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3026F_II,1,1,1: Extremely difficult,40,N,M
X3026F_II,2,2,2: Very difficult,40,N,M
X3026F_II,3,3,3: Difficult,40,N,M
X3026F_II,4,4,4: Slightly difficult,40,N,M
X3026F_II,5,5,5: Not difficult,40,N,M
X3027F_II,.,.Z,XSPECF_II40.,40,N,MF
X3027F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3027F_II,1,1,1: Extremely difficult,40,N,M
X3027F_II,2,2,2: Very difficult,40,N,M
X3027F_II,3,3,3: Difficult,40,N,M
X3027F_II,4,4,4: Slightly difficult,40,N,M
X3027F_II,5,5,5: Not difficult,40,N,M
X3027F_II,6,6,6: Did not attempt intercourse,40,N,M
X3028F_II,.,.Z,XSPECF_II40.,40,N,MF
X3028F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3028F_II,1,1,1: Extremely unimportant,40,N,M
X3028F_II,2,2,2: Unimportant,40,N,M
X3028F_II,3,3,"3: Neither un-important, nor imp",40,N,M
X3028F_II,4,4,4: Important,40,N,M
X3028F_II,5,5,5: Extremely important,40,N,M
X3029F_II,.,.Z,XSPECF_II40.,40,N,MF
X3029F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3029F_II,1,1,1: FU 1,40,N,M
X3030F_II,.,.Z,XSPECF_II40.,40,N,MF
X3030F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3030F_II,1,1,1: Have never had sex,40,N,M
X3030F_II,2,2,2: Only with men,40,N,M
X3030F_II,3,3,3: Mosty with men,40,N,M
X3030F_II,4,4,4: Both women and men,40,N,M
X3030F_II,5,5,5: Mostly with women,40,N,M
X3030F_II,6,6,6: Only with women,40,N,M
X3031F_II,.,.Z,XSPECF_II40.,40,N,MF
X3031F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3031F_II,1,1,1: Have never had sex,40,N,M
X3031F_II,2,2,2: Only with women,40,N,M
X3031F_II,3,3,3: Mostly with women,40,N,M
X3031F_II,4,4,4: Both women and men,40,N,M
X3031F_II,5,5,5: Mostly with men,40,N,M
X3031F_II,6,6,6: Only with men,40,N,M
X3032F_II,.,.Z,XSPECF_II40.,40,N,MF
X3032F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3032F_II,1,1,1: Have never had sex,40,N,M
X3032F_II,2,2,2: Only with women,40,N,M
X3032F_II,3,3,3: Mosty with women,40,N,M
X3032F_II,4,4,4: Both women and men,40,N,M
X3032F_II,5,5,5: Mostly with men,40,N,M
X3032F_II,6,6,6: Only with men,40,N,M
X3033F_II,.,.Z,XSPECF_II40.,40,N,MF
X3033F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3033F_II,1,1,1: Heterosexual,40,N,M
X3033F_II,2,2,2: Gay,40,N,M
X3033F_II,3,3,3: Bisexual,40,N,M
X3033F_II,4,4,4: Asexual,40,N,M
X3033F_II,5,5,5: Other,40,N,M
X3034F_II,.,.Z,XSPECF_II40.,40,N,MF
X3034F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3034F_II,1,1,1: Heterosexual,40,N,M
X3034F_II,2,2,2: Lesbian/Gay,40,N,M
X3034F_II,3,3,3: Bisexual,40,N,M
X3034F_II,4,4,4: Asexual,40,N,M
X3034F_II,5,5,5: Other,40,N,M
X3035F_II,.,.Z,XSPECF_II40.,40,N,MF
X3035F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3035F_II,1,1,1: Home,40,N,M
X3035F_II,2,2,2: NERI,40,N,M
X3035F_II,99,99,99: Other location,40,N,M
X3036F_II,.,.Z,XSPECF_II40.,40,N,MF
X3036F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3036F_II,1,1,1: I do not have the symptom,40,N,M
X3036F_II,2,2,2: Rarely,40,N,M
X3036F_II,3,3,3: A few times,40,N,M
X3036F_II,4,4,4: Fairly often,40,N,M
X3036F_II,5,5,5: Usually,40,N,M
X3036F_II,6,6,6: Almost always,40,N,M
X3037F_II,.,.Z,XSPECF_II40.,40,N,MF
X3037F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3037F_II,1,1,1: IN-PERSON,40,N,M
X3037F_II,2,2,2: TELEPHONE,40,N,M
X3038F_II,.,.Z,XSPECF_II40.,40,N,MF
X3038F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3038F_II,1,1,1: In-Person,40,N,M
X3038F_II,2,2,2: Telephone,40,N,M
X3039F_II,.,.Z,XSPECF_II40.,40,N,MF
X3039F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3039F_II,1,1,1: In-home,40,N,M
X3039F_II,2,2,2: Other,40,N,M
X3040F_II,.,.Z,XSPECF_II40.,40,N,MF
X3040F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3040F_II,1,1,1: In-person,40,N,M
X3040F_II,2,2,2: Telephone,40,N,M
X3040F_II,3,3,3: Mixed,40,N,M
X3041F_II,.,.Z,XSPECF_II40.,40,N,MF
X3041F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3041F_II,1,1,1: Increased,40,N,M
X3041F_II,2,2,2: Decreased,40,N,M
X3041F_II,3,3,3: Not changed,40,N,M
X3042F_II,.,.Z,XSPECF_II40.,40,N,MF
X3042F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3042F_II,1,1,1: Lbs,40,N,M
X3042F_II,2,2,2: Kgs,40,N,M
X3043F_II,.,.Z,XSPECF_II40.,40,N,MF
X3043F_II,LOW,0,XSPECF_II40.,40,N,MLF
X3043F_II,1,1,1: Left,40,N,M
X3043F_II,2,2,2: Right,40,N,M
X3044F_II,.,.Z,XSPECF_II40.,40,N,SMF
X3044F_II,LOW,0,XSPECF_II40.,40,N,SMLF
X3044F_II,-8,-8,-8: DON'T KNOW,40,N,SM
X3044F_II,-7,-7,-7: REFUSED,40,N,SM
X3044F_II,1,1,"1: Less than $5,000",40,N,SM
X3044F_II,2,2,"2: $5,000-$9,999",40,N,SM
X3044F_II,3,3,"3: $10,000-$19,999",40,N,SM
X3044F_II,4,4,"4: $20,000-$29,999",40,N,SM
X3044F_II,5,5,"5: $30,000-$39,999",40,N,SM
X3044F_II,6,6,"6: $40,000-$49,999",40,N,SM
X3044F_II,7,7,"7: $50,000-$59,999",40,N,SM
X3044F_II,8,8,"8: $60,000-$69,000",40,N,SM
X3044F_II,9,9,"9: $70,000-$79,999",40,N,SM
X3044F_II,10,10,"10: $80,000-$89,999",40,N,SM
X3044F_II,11,11,"11: $90,000-$99,999",40,N,SM
