FMTNAME,START,END,LABEL,MIN,MAX,DEFAULT,LENGTH,FUZZ,PREFIX,MULT,FILL,NOEDIT,TYPE,SEXCL,EEXCL,HLO,DECSEP,DIG3SEP,DATATYPE,LANGUAGE
HRTFALYN,0,0,No,1,40,11,11,1E-12,,0,,0,N,N,N,,,,,
HRTFALYN,1,1,Yes If yes:,1,40,11,11,1E-12,,0,,0,N,N,N,,,,,
HSDILIRD,0,0,No,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
HSDILIRD,1,1,Yes,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
HSDILIRD,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
HTUN,1,1,cm,1,40,2,2,1E-12,,0,,0,N,N,N,,,,,
HTUN,2,2,in,1,40,2,2,1E-12,,0,,0,N,N,N,,,,,
HVMEDCYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HVMEDCYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HVRNACYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HVRNACYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HXBIOP,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
HXBIOP,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
IMAGEYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
IMAGEYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
IMAGTYPE,1,1,Liver ultrasound,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
IMAGTYPE,2,2,Abdominal CT Scan,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
IMAGTYPE,3,3,Abdominal MRI,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
IMAGTYPE,4,4,ERCP,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
IMAGTYPE,5,5,MRCP,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
IMAGTYPE,98,98,Other,1,40,17,17,1E-12,,0,,0,N,N,N,,,,,
IMGOTH,1,1,Other,1,40,5,5,1E-12,,0,,0,N,N,N,,,,,
IMGSPLN,1,1,Spleen diameter,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
IMGSPLN,96,96,Not applicable,1,40,15,15,1E-12,,0,,0,N,N,N,,,,,
IMHEPATO,1,1,Hepatomegaly,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
IMPLYS,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
IMPLYS,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
IMSPLENO,1,1,Splenomegaly,1,40,12,12,1E-12,,0,,0,N,N,N,,,,,
INEX6A,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEX6A,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEX6B,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEX6B,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXA6A,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXA6A,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXA6B,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXA6B,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXA6C,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXA6C,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXB6A,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXB6A,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXB6B,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXB6B,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXB6C,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXB6C,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC10_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC10_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC11_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC11_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC12_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC12_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC1_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC1_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC2_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC2_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC3_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC3_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC4A,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC4A,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC4B,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC4B,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC4C,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC4C,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC4_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC4_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC5A,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC5A,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC5B,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC5B,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC5C,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC5C,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC5_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC5_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC7_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC7_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC8_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC8_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC9_,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INEXC9_,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
INR,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
INR,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
JOB,1,1,Positive,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
JOB,2,2,Negative,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
JOB,3,3,Neutral,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
JOB,4,4,Did not occur,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
LABHXN01_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN01_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN02_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN02_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN03_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN03_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN04_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN04_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN05_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN05_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN06_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN06_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN07_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN07_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN08_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN08_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN09_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN09_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN10_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN10_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN11_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN11_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN12_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN12_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN13_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN13_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN14_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN14_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN15_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN15_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN16_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN16_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN17_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN17_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN18_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXN18_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABHXU01_,1,1,g/dL,1,40,4,4,1E-12,,0,,0,N,N,N,,,,,
LABHXU02_,2,2,10^9/L OR 10^3/mm^3,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABHXU02_,8,8,uL,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABHXU03_,2,2,10^9/L OR 10^3/mm^3,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABHXU03_,8,8,uL,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABHXU04_,2,2,10^9/L OR 10^3/mm^3,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABHXU04_,3,3,%,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABHXU05_,2,2,10^9/L OR 10^3/mm^3,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABHXU05_,3,3,%,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABHXU06_,2,2,10^9/L OR 10^3/mm^3,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABHXU06_,3,3,%,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABHXU07_,6,6,mmol/L,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABHXU08_,6,6,mmol/L,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABHXU09_,4,4,umol/L,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABHXU09_,5,5,mg/dL,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABHXU10_,5,5,mg/dL,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABHXU10_,6,6,mmol/L,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABHXU11_,5,5,mg/dL,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABHXU11_,6,6,mmol/L,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABHXU12_,5,5,mg/dL,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABHXU12_,6,6,mmol/L,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABHXU13_,1,1,g/dL,1,40,4,4,1E-12,,0,,0,N,N,N,,,,,
LABHXU13_,9,9,g/L,1,40,4,4,1E-12,,0,,0,N,N,N,,,,,
LABHXU14_,13,13,U/L,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LABHXU15_,13,13,U/L,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LABHXU16_,13,13,U/L,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LABHXU17_,13,13,U/L,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LABHXU18_,13,13,U/L,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LABNAM01_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM01_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM02_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM02_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM03_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM03_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM04_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM04_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM05_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM05_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM06_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM06_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM07_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM07_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM08_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM08_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM09_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM09_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM10_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM10_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM11_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM11_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM12_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM12_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM13_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM13_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM14_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM14_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM15_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM15_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM16_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM16_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM17_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM17_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM18_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM18_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM19_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM19_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM20_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM20_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM21_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM21_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM22_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM22_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM23_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM23_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM24_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM24_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM25_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM25_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM26_,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABNAM26_,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LABUNT01_,1,1,g/dL,1,40,4,4,1E-12,,0,,0,N,N,N,,,,,
LABUNT02_,2,2,10^9/L OR 10^3/mm^3,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABUNT02_,8,8,uL,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABUNT03_,2,2,10^9/L OR 10^3/mm^3,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABUNT03_,8,8,uL,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABUNT04_,2,2,10^9/L OR 10^3/mm^3,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABUNT04_,3,3,%,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABUNT05_,2,2,10^9/L OR 10^3/mm^3,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABUNT05_,3,3,%,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABUNT06_,2,2,10^9/L OR 10^3/mm^3,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABUNT06_,3,3,%,1,40,19,19,1E-12,,0,,0,N,N,N,,,,,
LABUNT07_,6,6,mmol/L,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABUNT08_,6,6,mmol/L,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABUNT09_,4,4,umol/L,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABUNT09_,5,5,mg/dL,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABUNT10_,5,5,mg/dL,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABUNT10_,6,6,mmol/L,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABUNT11_,5,5,mg/dL,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABUNT11_,6,6,mmol/L,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABUNT12_,5,5,mg/dL,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABUNT12_,6,6,mmol/L,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABUNT13_,1,1,g/dL,1,40,4,4,1E-12,,0,,0,N,N,N,,,,,
LABUNT13_,9,9,g/L,1,40,4,4,1E-12,,0,,0,N,N,N,,,,,
LABUNT14_,1,1,g/dL,1,40,4,4,1E-12,,0,,0,N,N,N,,,,,
LABUNT14_,9,9,g/L,1,40,4,4,1E-12,,0,,0,N,N,N,,,,,
LABUNT15_,11,11,ratio,1,40,5,5,1E-12,,0,,0,N,N,N,,,,,
LABUNT16_,12,12,secs,1,40,4,4,1E-12,,0,,0,N,N,N,,,,,
LABUNT17_,5,5,mg/dL,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABUNT17_,6,6,mmol/L,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABUNT18_,5,5,mg/dL,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABUNT18_,6,6,mmol/L,1,40,6,6,1E-12,,0,,0,N,N,N,,,,,
LABUNT19_,7,7,IU/L or U/L or mIU/mL,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
LABUNT20_,7,7,IU/L or U/L or mIU/mL,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
LABUNT21_,7,7,IU/L or U/L or mIU/mL,1,40,21,21,1E-12,,0,,0,N,N,N,,,,,
LABUNT22_,13,13,U/L,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LABUNT23_,13,13,U/L,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LABUNT24_,13,13,U/L,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LABUNT25_,13,13,U/L,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LABUNT26_,13,13,U/L,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LACTIVE,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LACTIVE,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LEGAL,1,1,Positive,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
LEGAL,2,2,Negative,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
LEGAL,3,3,Neutral,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
LEGAL,4,4,Did not occur,1,40,13,13,1E-12,,0,,0,N,N,N,,,,,
LEUKOCYN,1,1,Yes,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LEUKOCYN,97,97,Not done,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LEUKOCYT,1,1,Negative,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LEUKOCYT,2,2,Trace,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LEUKOCYT,3,3,(+)1,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LEUKOCYT,4,4,(+)2,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LEUKOCYT,98,98,Other,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LIFEVNT,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LIFEVNT,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LIMIT01_,1,1,"Yes, Limited A Lot",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT01_,2,2,"Yes, Limited A Little",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT01_,3,3,"No, Not Limited At All",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT02_,1,1,"Yes, Limited A Lot",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT02_,2,2,"Yes, Limited A Little",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT02_,3,3,"No, Not Limited At All",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT03_,1,1,"Yes, Limited A Lot",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT03_,2,2,"Yes, Limited A Little",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT03_,3,3,"No, Not Limited At All",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT04_,1,1,"Yes, Limited A Lot",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT04_,2,2,"Yes, Limited A Little",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT04_,3,3,"No, Not Limited At All",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT05_,1,1,"Yes, Limited A Lot",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT05_,2,2,"Yes, Limited A Little",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT05_,3,3,"No, Not Limited At All",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT06_,1,1,"Yes, Limited A Lot",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT06_,2,2,"Yes, Limited A Little",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT06_,3,3,"No, Not Limited At All",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT07_,1,1,"Yes, Limited A Lot",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT07_,2,2,"Yes, Limited A Little",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT07_,3,3,"No, Not Limited At All",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT08_,1,1,"Yes, Limited A Lot",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT08_,2,2,"Yes, Limited A Little",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT08_,3,3,"No, Not Limited At All",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT09_,1,1,"Yes, Limited A Lot",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT09_,2,2,"Yes, Limited A Little",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT09_,3,3,"No, Not Limited At All",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT10_,1,1,"Yes, Limited A Lot",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT10_,2,2,"Yes, Limited A Little",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIMIT10_,3,3,"No, Not Limited At All",1,40,22,22,1E-12,,0,,0,N,N,N,,,,,
LIPOGRAN,0,0,Absent,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
LIPOGRAN,1,1,Present,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
LIQUORY,1,1,Liquor %,1,40,8,8,1E-12,,0,,0,N,N,N,,,,,
LIVBIOP,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LIVBIOP,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LIVHXYN,0,0,No,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LIVHXYN,1,1,Yes,1,40,3,3,1E-12,,0,,0,N,N,N,,,,,
LIVTEST,0,0,No,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
LIVTEST,1,1,Yes,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
LIVTEST,99,99,Unknown,1,40,7,7,1E-12,,0,,0,N,N,N,,,,,
